|Unnamed: 0|year|player|year_on_ballot|votes|votes_pct|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary|player_old
2722|2722|1985|Vada Pinson|4th|19|4.8%|95.0|36.0|18.0|54.2|39.9|47.1|58.1|2469.0|9645.0|1365.0|2757.0|256.0|1169.0|305.0|574.0|0.286|0.327|0.442|0.769|111.0||||||||| |||||*8*97H/3D|Vada Pinson
2723|2723|1985|Wilbur Wood|2nd|16|4.1%|63.0|21.0|17.0|50.0|45.7|47.9|61.4|460.0|322.0|11.0|27.0|0.0|13.0|1.0|20.0|0.084|0.14|0.09|0.23|-33.0|164.0|156.0|3.24|114.0|1.232|651.0|297.0|57.0|2684.0|2582.0|209.0|724.0|1411.0|*1|Wilbur Wood
2724|2724|1985|Harvey Haddix|10th|15|3.8%|30.0|20.0|14.0|33.3|26.8|30.0|61.4|531.0|798.0|95.0|169.0|4.0|64.0|4.0|46.0|0.212|0.255|0.296|0.551|47.0|136.0|113.0|3.63|108.0|1.233|453.0|286.0|20.0|2235.0|2154.0|240.0|601.0|1575.0|*1H/9|X-Harvey Haddix
2725|2725|1985|Dave McNally|3rd|7|1.8%|96.0|35.0|14.0|25.5|23.0|24.3|61.4|348.0|731.0|49.0|97.0|9.0|43.0|0.0|58.0|0.133|0.196|0.201|0.397|14.0|184.0|119.0|3.24|106.0|1.214|424.0|396.0|2.0|2730.0|2488.0|230.0|826.0|1512.0|*1/H|Dave McNally
2726|2726|1985|Ken Holtzman|1st|4|1.0%|62.0|24.0|15.0|27.3|24.3|25.8|61.4|283.0|607.0|35.0|99.0|2.0|34.0|0.0|17.0|0.163|0.186|0.208|0.393|8.0|174.0|150.0|3.49|105.0|1.289|451.0|410.0|3.0|2867.1|2787.0|249.0|910.0|1601.0|*1/H|Ken Holtzman
2727|2727|1985|Jim Lonborg|1st|3|0.8%|44.0|18.0|15.0|14.3|17.2|15.7|61.4|426.0|770.0|41.0|105.0|3.0|43.0|1.0|51.0|0.136|0.191|0.175|0.366|3.0|157.0|137.0|3.86|95.0|1.308|425.0|368.0|4.0|2464.1|2400.0|233.0|823.0|1475.0|*1/H|Jim Lonborg
2728|2728|1985|Andy Messersmith|1st|3|0.8%|66.0|30.0|12.0|40.2|34.2|37.2|61.4|347.0|729.0|49.0|124.0|5.0|54.0|1.0|46.0|0.17|0.219|0.232|0.451|29.0|130.0|99.0|2.86|121.0|1.143|344.0|295.0|14.0|2230.1|1719.0|174.0|831.0|1625.0|*1/H|Andy Messersmith
2729|2729|1985|Ron Fairly|2nd|3|0.8%|15.0|23.0|21.0|35.1|24.0|29.5|53.8|2442.0|7184.0|931.0|1913.0|215.0|1044.0|35.0|1052.0|0.266|0.36|0.408|0.768|117.0||||||||| |||||*3*9*H78D|X-Ron Fairly
2730|2730|1985|Denny McLain|3rd|2|0.5%|93.0|26.0|10.0|19.3|22.2|20.8|61.4|285.0|616.0|32.0|82.0|1.0|31.0|1.0|25.0|0.133|0.166|0.153|0.318|-8.0|131.0|91.0|3.39|101.0|1.163|280.0|264.0|2.0|1886.0|1646.0|242.0|548.0|1282.0|1/H|X-Denny McLain
2731|2731|1985|Don Kessinger|1st|2|0.5%|44.0|19.0|16.0|8.9|11.3|10.1|55.4|2078.0|7651.0|899.0|1931.0|14.0|527.0|100.0|684.0|0.252|0.314|0.312|0.626|73.0||||||||| |||||*64H/53|X-Don Kessinger
2732|2732|1985|Dock Ellis|1st|1|0.3%|18.0|15.0|12.0|14.2|14.5|14.4|61.4|292.0|489.0|42.0|65.0|0.0|23.0|4.0|27.0|0.133|0.178|0.141|0.319|-9.0|138.0|119.0|3.46|104.0|1.288|345.0|317.0|1.0|2128.0|2067.0|140.0|674.0|1136.0|*1H|X-Dock Ellis
2733|2733|1985|Rico Carty|1st|1|0.3%|32.0|25.0|15.0|32.7|27.5|30.1|53.4|1651.0|5606.0|712.0|1677.0|204.0|890.0|21.0|642.0|0.299|0.369|0.464|0.833|132.0||||||||| |||||*7*DH3/295|X-Rico Carty
2734|2734|1985|Jesus Alou|1st|1|0.3%|3.0|6.0|15.0|0.8|5.6|3.2|56.7|1380.0|4345.0|448.0|1216.0|32.0|377.0|31.0|138.0|0.28|0.305|0.353|0.658|86.0||||||||| |||||*9*7*HD/83|X-Jesus Alou
2735|2735|1985|Ed Kranepool|1st|0|0.0%|7.0|6.0|18.0|4.2|8.9|6.6|53.8|1853.0|5436.0|536.0|1418.0|118.0|614.0|15.0|454.0|0.261|0.316|0.377|0.693|98.0||||||||| |||||*3*H79/8|X-Ed Kranepool
2736|2736|1985|George Scott|1st|0|0.0%|44.0|20.0|14.0|36.6|30.4|33.5|53.8|2034.0|7433.0|957.0|1992.0|271.0|1051.0|69.0|699.0|0.268|0.333|0.435|0.767|114.0||||||||| |||||*35HD|George Scott
2737|2737|1985|Bobby Tolan|1st|0|0.0%|19.0|8.0|13.0|10.1|16.7|13.4|58.1|1282.0|4238.0|572.0|1121.0|86.0|497.0|193.0|258.0|0.265|0.314|0.382|0.696|95.0||||||||| |||||*8*9H73|X-Bobby Tolan
2738|2738|1985|Roy White|1st|0|0.0%|18.0|23.0|15.0|46.8|37.0|41.9|53.4|1881.0|6650.0|964.0|1803.0|160.0|758.0|233.0|934.0|0.271|0.36|0.404|0.764|121.0||||||||| |||||*7HD89/534|X-Roy White
2739|2739|1985|Clay Carroll|2nd|0|0.0%|47.0|18.0|15.0|17.7|15.8|16.7|32.5|694.0|208.0|17.0|27.0|1.0|7.0|0.0|7.0|0.13|0.158|0.144|0.302|-15.0|96.0|73.0|2.94|121.0|1.284|731.0|28.0|143.0|1353.1|1296.0|67.0|442.0|681.0|*1|X-Clay Carroll
2740|2740|1986|Willie McCovey|1st|346|81.4%|111.0|45.0|22.0|64.5|44.8|54.6|53.8|2588.0|8197.0|1229.0|2211.0|521.0|1555.0|26.0|1345.0|0.27|0.374|0.515|0.889|147.0||||||||| |||||*3*H7/9D|Willie McCovey
2741|2741|1986|Billy Williams|5th|315|74.1%|122.0|48.0|18.0|63.6|41.4|52.5|53.4|2488.0|9350.0|1410.0|2711.0|426.0|1475.0|90.0|1045.0|0.29|0.361|0.492|0.853|133.0||||||||| |||||*7*9D3H8|Billy Williams HOF
2742|2742|1986|Catfish Hunter|2nd|289|68.0%|134.0|42.0|15.0|40.9|34.9|37.9|61.4|304.0|658.0|60.0|149.0|6.0|51.0|2.0|8.0|0.226|0.234|0.287|0.521|52.0|224.0|166.0|3.26|104.0|1.134|500.0|476.0|1.0|3449.1|2958.0|374.0|954.0|2012.0|*1/H3|Catfish Hunter HOF
2743|2743|1986|Jim Bunning|10th|279|65.6%|98.0|42.0|17.0|59.5|48.9|54.2|61.4|601.0|1275.0|82.0|213.0|7.0|75.0|0.0|34.0|0.167|0.188|0.206|0.395|9.0|224.0|184.0|3.27|115.0|1.179|591.0|519.0|16.0|3760.1|3433.0|372.0|1000.0|2855.0|*1/H|Jim Bunning HOF
2744|2744|1986|Roger Maris|13th|177|41.6%|89.0|22.0|12.0|38.2|32.3|35.3|56.7|1463.0|5101.0|826.0|1325.0|275.0|850.0|21.0|652.0|0.26|0.345|0.476|0.822|127.0||||||||| |||||*98H/7|Roger Maris
2745|2745|1986|Tony Oliva|5th|154|36.2%|114.0|29.0|15.0|43.0|38.6|40.8|56.7|1676.0|6301.0|870.0|1917.0|220.0|947.0|86.0|448.0|0.304|0.353|0.476|0.83|131.0||||||||| |||||*9*DH8/7|Tony Oliva HOF
2746|2746|1986|Orlando Cepeda|7th|152|35.8%|126.0|37.0|17.0|50.1|34.4|42.3|53.8|2124.0|7927.0|1131.0|2351.0|379.0|1365.0|142.0|588.0|0.297|0.35|0.499|0.849|133.0||||||||| |||||*37DH/95|Orlando Cepeda HOF
2747|2747|1986|Harvey Kuenn|10th|144|33.9%|100.0|27.0|15.0|26.0|22.1|24.0|55.4|1833.0|6913.0|950.0|2092.0|87.0|671.0|68.0|594.0|0.303|0.357|0.408|0.765|108.0||||||||| |||||*6*7*98H53|Harvey Kuenn
2748|2748|1986|Maury Wills|9th|124|29.2%|104.0|29.0|14.0|39.6|29.6|34.6|55.4|1942.0|7588.0|1067.0|2134.0|20.0|458.0|586.0|552.0|0.281|0.33|0.331|0.661|88.0||||||||| |||||*6*5H/4|Maury Wills
2749|2749|1986|Bill Mazeroski|9th|100|23.5%|71.0|16.0|17.0|36.5|26.0|31.3|57.1|2163.0|7755.0|769.0|2016.0|138.0|853.0|27.0|447.0|0.26|0.299|0.367|0.667|84.0||||||||| |||||*4H/5|Bill Mazeroski HOF
2750|2750|1986|Lew Burdette|14th|96|22.6%|85.0|31.0|18.0|28.6|24.0|26.3|61.4|666.0|1011.0|101.0|185.0|12.0|75.0|2.0|32.0|0.183|0.216|0.253|0.469|29.0|203.0|144.0|3.66|99.0|1.243|626.0|373.0|32.0|3067.1|3186.0|289.0|628.0|1074.0|*1H|Lew Burdette
2751|2751|1986|Ken Boyer|7th|95|22.4%|87.0|36.0|15.0|62.8|46.2|54.5|55.7|2034.0|7455.0|1104.0|2143.0|282.0|1141.0|105.0|713.0|0.287|0.349|0.462|0.81|116.0||||||||| |||||*58H36|Ken Boyer
2752|2752|1986|Minnie Minoso|2nd|89|20.9%|104.0|37.0|20.0|53.8|39.8|46.8|53.4|1948.0|7059.0|1227.0|2113.0|195.0|1089.0|216.0|848.0|0.299|0.387|0.461|0.848|130.0||||||||| |||||*759H8/36D|Minnie Minoso HOF
2753|2753|1986|Mickey Lolich|2nd|86|20.2%|99.0|37.0|16.0|48.0|37.8|42.9|61.4|477.0|821.0|63.0|90.0|0.0|31.0|1.0|105.0|0.11|0.215|0.121|0.335|-2.0|217.0|191.0|3.44|104.0|1.227|586.0|496.0|10.0|3638.1|3366.0|347.0|1099.0|2832.0|*1/H|Mickey Lolich
2754|2754|1986|Roy Face|11th|74|17.4%|47.0|11.0|16.0|20.5|17.9|19.2|32.5|853.0|194.0|9.0|31.0|0.0|7.0|0.0|2.0|0.16|0.168|0.175|0.344|-6.0|104.0|95.0|3.48|109.0|1.243|848.0|27.0|191.0|1375.0|1347.0|141.0|362.0|877.0|*1/H|Roy Face
2755|2755|1986|Ron Santo|3rd|64|15.1%|88.0|41.0|15.0|70.5|53.8|62.1|55.7|2243.0|8143.0|1138.0|2254.0|342.0|1331.0|35.0|1108.0|0.277|0.362|0.464|0.826|125.0||||||||| |||||*5D4/H673|Ron Santo HOF
2756|2756|1986|Joe Torre|4th|60|14.1%|96.0|40.0|18.0|57.5|37.2|47.4|53.8|2209.0|7874.0|996.0|2342.0|252.0|1185.0|23.0|779.0|0.297|0.365|0.452|0.817|129.0||||||||| |||||*2*3*5H/7|Joe Torre HOF
2757|2757|1986|Elston Howard|13th|51|12.0%|83.0|22.0|15.0|27.0|26.5|26.8|44.2|1625.0|5443.0|635.0|1491.0|168.0|775.0|10.0|376.0|0.274|0.321|0.427|0.748|107.0||||||||| |||||*27H39|Elston Howard
2758|2758|1986|Curt Flood|5th|45|10.6%|59.0|16.0|15.0|41.9|32.7|37.3|58.1|1759.0|6357.0|851.0|1861.0|85.0|636.0|88.0|444.0|0.293|0.342|0.389|0.732|100.0||||||||| |||||*8H/5749|Curt Flood
2759|2759|1986|Vada Pinson|5th|43|10.1%|95.0|36.0|18.0|54.2|39.9|47.1|58.1|2469.0|9645.0|1365.0|2757.0|256.0|1169.0|305.0|574.0|0.286|0.327|0.442|0.769|111.0||||||||| |||||*8*97H/3D|Vada Pinson
2760|2760|1986|Dick Allen|3rd|41|9.6%|99.0|39.0|15.0|58.7|45.9|52.3|55.7|1749.0|6332.0|1099.0|1848.0|351.0|1119.0|133.0|894.0|0.292|0.378|0.534|0.912|156.0||||||||| |||||*3*57H/4D68|Dick Allen
2761|2761|1986|Thurman Munson|6th|35|8.2%|90.0|29.0|11.0|46.1|37.0|41.6|44.2|1423.0|5344.0|696.0|1558.0|113.0|701.0|48.0|438.0|0.292|0.346|0.41|0.756|116.0||||||||| |||||*2DH/9375|Thurman Munson
2762|2762|1986|Don Larsen|13th|33|7.8%|26.0|6.0|14.0|18.4|16.4|17.4|32.5|480.0|596.0|65.0|144.0|14.0|72.0|0.0|43.0|0.242|0.291|0.371|0.662|81.0|81.0|91.0|3.78|99.0|1.4|412.0|171.0|23.0|1548.0|1442.0|130.0|725.0|849.0|*1H/7|Don Larsen
2763|2763|1986|Wilbur Wood|3rd|23|5.4%|63.0|21.0|17.0|50.0|45.7|47.9|61.4|460.0|322.0|11.0|27.0|0.0|13.0|1.0|20.0|0.084|0.14|0.09|0.23|-33.0|164.0|156.0|3.24|114.0|1.232|651.0|297.0|57.0|2684.0|2582.0|209.0|724.0|1411.0|*1|Wilbur Wood
2764|2764|1986|Tim McCarver|1st|16|3.8%|39.0|25.0|21.0|28.3|21.4|24.8|44.2|1909.0|5529.0|590.0|1501.0|97.0|645.0|61.0|548.0|0.271|0.337|0.388|0.725|102.0||||||||| |||||*2*H3/75D|X-Tim McCarver
2765|2765|1986|Dave McNally|4th|12|2.8%|96.0|35.0|14.0|25.5|23.0|24.3|61.4|348.0|731.0|49.0|97.0|9.0|43.0|0.0|58.0|0.133|0.196|0.201|0.397|14.0|184.0|119.0|3.24|106.0|1.214|424.0|396.0|2.0|2730.0|2488.0|230.0|826.0|1512.0|*1/H|X-Dave McNally
2766|2766|1986|John Hiller|1st|11|2.6%|15.0|15.0|15.0|30.4|26.3|28.4|32.5|181.0|101.0|2.0|11.0|0.0|4.0|0.0|3.0|0.109|0.135|0.119|0.253|-27.0|87.0|76.0|2.83|134.0|1.268|545.0|43.0|125.0|1242.0|1040.0|110.0|535.0|1036.0|*1/H|X-John Hiller
2767|2767|1986|Paul Blair|1st|8|1.9%|36.0|9.0|17.0|37.7|35.3|36.5|58.1|1947.0|6042.0|776.0|1513.0|134.0|620.0|171.0|449.0|0.25|0.302|0.382|0.684|96.0||||||||| |||||*8H97/45D63|X-Paul Blair
2768|2768|1986|J.R. Richard|1st|7|1.6%|64.0|24.0|10.0|22.2|22.4|22.3|61.4|239.0|552.0|39.0|93.0|10.0|50.0|2.0|4.0|0.168|0.176|0.252|0.428|22.0|107.0|71.0|3.15|108.0|1.243|238.0|221.0|0.0|1606.0|1227.0|73.0|770.0|1493.0|1/H|X-J.R. Richard
2769|2769|1986|Ken Holtzman|2nd|5|1.2%|62.0|24.0|15.0|27.3|24.3|25.8|61.4|283.0|607.0|35.0|99.0|2.0|34.0|0.0|17.0|0.163|0.186|0.208|0.393|8.0|174.0|150.0|3.49|105.0|1.289|451.0|410.0|3.0|2867.1|2787.0|249.0|910.0|1601.0|*1/H|X-Ken Holtzman
2770|2770|1986|Willie Horton|1st|4|0.9%|31.0|23.0|18.0|26.5|20.6|23.5|53.4|2028.0|7298.0|873.0|1993.0|325.0|1163.0|20.0|620.0|0.273|0.332|0.457|0.789|120.0||||||||| |||||*7*D9H/5|X-Willie Horton
2771|2771|1986|Jim Lonborg|2nd|3|0.7%|44.0|18.0|15.0|14.3|17.2|15.7|61.4|426.0|770.0|41.0|105.0|3.0|43.0|1.0|51.0|0.136|0.191|0.175|0.366|3.0|157.0|137.0|3.86|95.0|1.308|425.0|368.0|4.0|2464.1|2400.0|233.0|823.0|1475.0|*1/H|X-Jim Lonborg
2772|2772|1986|Andy Messersmith|2nd|3|0.7%|66.0|30.0|12.0|40.2|34.2|37.2|61.4|347.0|729.0|49.0|124.0|5.0|54.0|1.0|46.0|0.17|0.219|0.232|0.451|29.0|130.0|99.0|2.86|121.0|1.143|344.0|295.0|14.0|2230.1|1719.0|174.0|831.0|1625.0|*1/H|X-Andy Messersmith
2773|2773|1986|Manny Sanguillen|1st|2|0.5%|33.0|26.0|13.0|27.5|26.5|27.0|44.2|1448.0|5062.0|566.0|1500.0|65.0|585.0|35.0|223.0|0.296|0.326|0.398|0.724|102.0||||||||| |||||*2H9D3/7|X-Manny Sanguillen
2774|2774|1986|Dave Cash|1st|2|0.5%|39.0|19.0|12.0|25.6|21.6|23.6|57.1|1422.0|5554.0|732.0|1571.0|21.0|426.0|120.0|424.0|0.283|0.334|0.358|0.692|93.0||||||||| |||||*4H5/6|X-Dave Cash
2775|2775|1986|Jack Billingham|1st|1|0.2%|32.0|15.0|13.0|7.4|11.6|9.5|61.4|396.0|559.0|21.0|62.0|0.0|23.0|0.0|27.0|0.111|0.152|0.125|0.277|-21.0|145.0|113.0|3.83|94.0|1.354|476.0|305.0|15.0|2231.1|2272.0|176.0|750.0|1141.0|*1|X-Jack Billingham
2776|2776|1986|Jose Cardenal|1st|1|0.2%|6.0|17.0|18.0|20.7|17.1|18.9|58.1|2017.0|6964.0|936.0|1913.0|138.0|775.0|329.0|608.0|0.275|0.333|0.395|0.728|103.0||||||||| |||||*8*9*7H3/546|X-Jose Cardenal
2777|2777|1986|George Scott|2nd|1|0.2%|44.0|20.0|14.0|36.6|30.4|33.5|53.8|2034.0|7433.0|957.0|1992.0|271.0|1051.0|69.0|699.0|0.268|0.333|0.435|0.767|114.0||||||||| |||||*35HD|X-George Scott
2778|2778|1986|Bud Harrelson|1st|1|0.2%|19.0|18.0|16.0|20.3|18.2|19.3|55.4|1533.0|4744.0|539.0|1120.0|7.0|267.0|127.0|633.0|0.236|0.327|0.288|0.616|76.0||||||||| |||||*6H4/57|X-Bud Harrelson
2779|2779|1986|Vic Davalillo|1st|0|0.0%|12.0|8.0|16.0|15.7|15.9|15.8|58.1|1458.0|4017.0|510.0|1122.0|36.0|329.0|125.0|212.0|0.279|0.315|0.364|0.68|94.0|0.0|0.0|inf|17.0||2.0|0.0|0.0|0.0|2.0|0.0|2.0|0.0|*8*H973/D1|X-Vic Davalillo
2780|2780|1986|Darold Knowles|1st|0|0.0%|21.0|9.0|16.0|12.0|14.5|13.3|32.5|634.0|125.0|2.0|15.0|0.0|11.0|0.0|9.0|0.12|0.184|0.136|0.32|-7.0|66.0|74.0|3.12|113.0|1.361|765.0|8.0|143.0|1092.0|1006.0|65.0|480.0|681.0|*1/H|X-Darold Knowles
2781|2781|1987|Billy Williams|6th|354|85.7%|122.0|48.0|18.0|63.6|41.4|52.5|53.4|2488.0|9350.0|1410.0|2711.0|426.0|1475.0|90.0|1045.0|0.29|0.361|0.492|0.853|133.0||||||||| |||||*7*9D3H8|Billy Williams
2782|2782|1987|Catfish Hunter|3rd|315|76.3%|134.0|42.0|15.0|40.9|34.9|37.9|61.4|304.0|658.0|60.0|149.0|6.0|51.0|2.0|8.0|0.226|0.234|0.287|0.521|52.0|224.0|166.0|3.26|104.0|1.134|500.0|476.0|1.0|3449.1|2958.0|374.0|954.0|2012.0|*1/H3|Catfish Hunter
2783|2783|1987|Jim Bunning|11th|289|70.0%|98.0|42.0|17.0|59.5|48.9|54.2|61.4|601.0|1275.0|82.0|213.0|7.0|75.0|0.0|34.0|0.167|0.188|0.206|0.395|9.0|224.0|184.0|3.27|115.0|1.179|591.0|519.0|16.0|3760.1|3433.0|372.0|1000.0|2855.0|*1/H|Jim Bunning HOF
2784|2784|1987|Orlando Cepeda|8th|179|43.3%|126.0|37.0|17.0|50.1|34.4|42.3|53.8|2124.0|7927.0|1131.0|2351.0|379.0|1365.0|142.0|588.0|0.297|0.35|0.499|0.849|133.0||||||||| |||||*37DH/95|Orlando Cepeda HOF
2785|2785|1987|Roger Maris|14th|176|42.6%|89.0|22.0|12.0|38.2|32.3|35.3|56.7|1463.0|5101.0|826.0|1325.0|275.0|850.0|21.0|652.0|0.26|0.345|0.476|0.822|127.0||||||||| |||||*98H/7|Roger Maris
2786|2786|1987|Tony Oliva|6th|160|38.7%|114.0|29.0|15.0|43.0|38.6|40.8|56.7|1676.0|6301.0|870.0|1917.0|220.0|947.0|86.0|448.0|0.304|0.353|0.476|0.83|131.0||||||||| |||||*9*DH8/7|Tony Oliva HOF
2787|2787|1987|Harvey Kuenn|11th|144|34.9%|100.0|27.0|15.0|26.0|22.1|24.0|55.4|1833.0|6913.0|950.0|2092.0|87.0|671.0|68.0|594.0|0.303|0.357|0.408|0.765|108.0||||||||| |||||*6*7*98H53|Harvey Kuenn
2788|2788|1987|Bill Mazeroski|10th|125|30.3%|71.0|16.0|17.0|36.5|26.0|31.3|57.1|2163.0|7755.0|769.0|2016.0|138.0|853.0|27.0|447.0|0.26|0.299|0.367|0.667|84.0||||||||| |||||*4H/5|Bill Mazeroski HOF
2789|2789|1987|Maury Wills|10th|113|27.4%|104.0|29.0|14.0|39.6|29.6|34.6|55.4|1942.0|7588.0|1067.0|2134.0|20.0|458.0|586.0|552.0|0.281|0.33|0.331|0.661|88.0||||||||| |||||*6*5H/4|Maury Wills
2790|2790|1987|Ken Boyer|8th|96|23.2%|87.0|36.0|15.0|62.8|46.2|54.5|55.7|2034.0|7455.0|1104.0|2143.0|282.0|1141.0|105.0|713.0|0.287|0.349|0.462|0.81|116.0||||||||| |||||*58H36|Ken Boyer
2791|2791|1987|Lew Burdette|15th|96|23.2%|85.0|31.0|18.0|28.6|24.0|26.3|61.4|666.0|1011.0|101.0|185.0|12.0|75.0|2.0|32.0|0.183|0.216|0.253|0.469|29.0|203.0|144.0|3.66|99.0|1.243|626.0|373.0|32.0|3067.1|3186.0|289.0|628.0|1074.0|*1H|X-Lew Burdette
2792|2792|1987|Mickey Lolich|3rd|84|20.3%|99.0|37.0|16.0|48.0|37.8|42.9|61.4|477.0|821.0|63.0|90.0|0.0|31.0|1.0|105.0|0.11|0.215|0.121|0.335|-2.0|217.0|191.0|3.44|104.0|1.227|586.0|496.0|10.0|3638.1|3366.0|347.0|1099.0|2832.0|*1/H|Mickey Lolich
2793|2793|1987|Minnie Minoso|3rd|82|19.9%|104.0|37.0|20.0|53.8|39.8|46.8|53.4|1948.0|7059.0|1227.0|2113.0|195.0|1089.0|216.0|848.0|0.299|0.387|0.461|0.848|130.0||||||||| |||||*759H8/36D|Minnie Minoso HOF
2794|2794|1987|Ron Santo|4th|78|18.9%|88.0|41.0|15.0|70.5|53.8|62.1|55.7|2243.0|8143.0|1138.0|2254.0|342.0|1331.0|35.0|1108.0|0.277|0.362|0.464|0.826|125.0||||||||| |||||*5D4/H673|Ron Santo HOF
2795|2795|1987|Roy Face|12th|78|18.9%|47.0|11.0|16.0|20.5|17.9|19.2|32.5|853.0|194.0|9.0|31.0|0.0|7.0|0.0|2.0|0.16|0.168|0.175|0.344|-6.0|104.0|95.0|3.48|109.0|1.243|848.0|27.0|191.0|1375.0|1347.0|141.0|362.0|877.0|*1/H|Roy Face
2796|2796|1987|Dick Allen|4th|55|13.3%|99.0|39.0|15.0|58.7|45.9|52.3|55.7|1749.0|6332.0|1099.0|1848.0|351.0|1119.0|133.0|894.0|0.292|0.378|0.534|0.912|156.0||||||||| |||||*3*57H/4D68|Dick Allen
2797|2797|1987|Curt Flood|6th|50|12.1%|59.0|16.0|15.0|41.9|32.7|37.3|58.1|1759.0|6357.0|851.0|1861.0|85.0|636.0|88.0|444.0|0.293|0.342|0.389|0.732|100.0||||||||| |||||*8H/5749|Curt Flood
2798|2798|1987|Vada Pinson|6th|48|11.6%|95.0|36.0|18.0|54.2|39.9|47.1|58.1|2469.0|9645.0|1365.0|2757.0|256.0|1169.0|305.0|574.0|0.286|0.327|0.442|0.769|111.0||||||||| |||||*8*97H/3D|Vada Pinson
2799|2799|1987|Joe Torre|5th|47|11.4%|96.0|40.0|18.0|57.5|37.2|47.4|53.8|2209.0|7874.0|996.0|2342.0|252.0|1185.0|23.0|779.0|0.297|0.365|0.452|0.817|129.0||||||||| |||||*2*3*5H/7|Joe Torre HOF
2800|2800|1987|Elston Howard|14th|44|10.7%|83.0|22.0|15.0|27.0|26.5|26.8|44.2|1625.0|5443.0|635.0|1491.0|168.0|775.0|10.0|376.0|0.274|0.321|0.427|0.748|107.0||||||||| |||||*27H39|Elston Howard
2801|2801|1987|Don Larsen|14th|30|7.3%|26.0|6.0|14.0|18.4|16.4|17.4|32.5|480.0|596.0|65.0|144.0|14.0|72.0|0.0|43.0|0.242|0.291|0.371|0.662|81.0|81.0|91.0|3.78|99.0|1.4|412.0|171.0|23.0|1548.0|1442.0|130.0|725.0|849.0|*1H/7|Don Larsen
2802|2802|1987|Thurman Munson|7th|28|6.8%|90.0|29.0|11.0|46.1|37.0|41.6|44.2|1423.0|5344.0|696.0|1558.0|113.0|701.0|48.0|438.0|0.292|0.346|0.41|0.756|116.0||||||||| |||||*2DH/9375|Thurman Munson
2803|2803|1987|Wilbur Wood|4th|26|6.3%|63.0|21.0|17.0|50.0|45.7|47.9|61.4|460.0|322.0|11.0|27.0|0.0|13.0|1.0|20.0|0.084|0.14|0.09|0.23|-33.0|164.0|156.0|3.24|114.0|1.232|651.0|297.0|57.0|2684.0|2582.0|209.0|724.0|1411.0|*1|Wilbur Wood
2804|2804|1987|Bobby Bonds|1st|24|5.8%|66.0|36.0|14.0|57.8|41.1|49.5|56.7|1849.0|7043.0|1258.0|1886.0|332.0|1024.0|461.0|914.0|0.268|0.353|0.471|0.824|129.0||||||||| |||||*98D7H|Bobby Bonds
2805|2805|1987|Mike Marshall|1st|6|1.5%|48.0|11.0|14.0|18.1|19.7|18.9|32.5|555.0|179.0|11.0|35.0|1.0|16.0|0.0|17.0|0.196|0.266|0.218|0.484|38.0|97.0|112.0|3.14|118.0|1.294|724.0|24.0|188.0|1386.2|1281.0|79.0|514.0|880.0|*1/H|X-Mike Marshall
2806|2806|1987|Sal Bando|1st|3|0.7%|35.0|25.0|16.0|61.5|44.4|53.0|55.7|2019.0|7060.0|982.0|1790.0|242.0|1039.0|75.0|1031.0|0.254|0.352|0.408|0.76|119.0|0.0|0.0|6.0|78.0|1.0|1.0|0.0|0.0|3.0|3.0|0.0|0.0|0.0|*5DH/36471|X-Sal Bando
2807|2807|1987|Steve Stone|1st|0|0.0%|25.0|7.0|11.0|17.1|16.1|16.6|61.4|159.0|219.0|9.0|22.0|0.0|7.0|0.0|11.0|0.1|0.147|0.11|0.257|-28.0|107.0|93.0|3.97|98.0|1.355|320.0|269.0|1.0|1788.1|1707.0|184.0|716.0|1065.0|*1/DH|X-Steve Stone
2808|2808|1987|Jerry Grote|1st|0|0.0%|27.0|22.0|16.0|15.1|14.1|14.6|44.2|1421.0|4339.0|352.0|1092.0|39.0|404.0|15.0|399.0|0.252|0.316|0.326|0.642|83.0||||||||| |||||*2H/597|X-Jerry Grote
2809|2809|1988|Willie Stargell|1st|352|82.4%|107.0|44.0|21.0|57.5|38.0|47.7|53.4|2360.0|7927.0|1194.0|2232.0|475.0|1540.0|17.0|937.0|0.282|0.36|0.529|0.889|147.0||||||||| |||||*7*3H9/8|Willie Stargell
2810|2810|1988|Jim Bunning|12th|317|74.2%|98.0|42.0|17.0|59.5|48.9|54.2|61.4|601.0|1275.0|82.0|213.0|7.0|75.0|0.0|34.0|0.167|0.188|0.206|0.395|9.0|224.0|184.0|3.27|115.0|1.179|591.0|519.0|16.0|3760.1|3433.0|372.0|1000.0|2855.0|*1/H|Jim Bunning HOF
2811|2811|1988|Tony Oliva|7th|202|47.3%|114.0|29.0|15.0|43.0|38.6|40.8|56.7|1676.0|6301.0|870.0|1917.0|220.0|947.0|86.0|448.0|0.304|0.353|0.476|0.83|131.0||||||||| |||||*9*DH8/7|Tony Oliva HOF
