|Unnamed: 0|year|player|year_on_ballot|votes|votes_pct|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary|player_old
2812|2812|1988|Orlando Cepeda|9th|199|46.6%|126.0|37.0|17.0|50.1|34.4|42.3|53.8|2124.0|7927.0|1131.0|2351.0|379.0|1365.0|142.0|588.0|0.297|0.35|0.499|0.849|133.0||||||||| |||||*37DH/95|Orlando Cepeda HOF
2813|2813|1988|Roger Maris|15th|184|43.1%|89.0|22.0|12.0|38.2|32.3|35.3|56.7|1463.0|5101.0|826.0|1325.0|275.0|850.0|21.0|652.0|0.26|0.345|0.476|0.822|127.0||||||||| |||||*98H/7|X-Roger Maris
2814|2814|1988|Harvey Kuenn|12th|168|39.3%|100.0|27.0|15.0|26.0|22.1|24.0|55.4|1833.0|6913.0|950.0|2092.0|87.0|671.0|68.0|594.0|0.303|0.357|0.408|0.765|108.0||||||||| |||||*6*7*98H53|Harvey Kuenn
2815|2815|1988|Bill Mazeroski|11th|143|33.5%|71.0|16.0|17.0|36.5|26.0|31.3|57.1|2163.0|7755.0|769.0|2016.0|138.0|853.0|27.0|447.0|0.26|0.299|0.367|0.667|84.0||||||||| |||||*4H/5|Bill Mazeroski HOF
2816|2816|1988|Luis Tiant|1st|132|30.9%|97.0|41.0|19.0|66.1|44.1|55.1|61.4|305.0|513.0|36.0|84.0|5.0|44.0|1.0|13.0|0.164|0.185|0.224|0.409|17.0|229.0|172.0|3.3|114.0|1.199|573.0|484.0|15.0|3486.1|3075.0|346.0|1104.0|2416.0|*1|Luis Tiant
2817|2817|1988|Maury Wills|11th|127|29.7%|104.0|29.0|14.0|39.6|29.6|34.6|55.4|1942.0|7588.0|1067.0|2134.0|20.0|458.0|586.0|552.0|0.281|0.33|0.331|0.661|88.0||||||||| |||||*6*5H/4|Maury Wills
2818|2818|1988|Mickey Lolich|4th|109|25.5%|99.0|37.0|16.0|48.0|37.8|42.9|61.4|477.0|821.0|63.0|90.0|0.0|31.0|1.0|105.0|0.11|0.215|0.121|0.335|-2.0|217.0|191.0|3.44|104.0|1.227|586.0|496.0|10.0|3638.1|3366.0|347.0|1099.0|2832.0|*1/H|Mickey Lolich
2819|2819|1988|Ken Boyer|9th|109|25.5%|87.0|36.0|15.0|62.8|46.2|54.5|55.7|2034.0|7455.0|1104.0|2143.0|282.0|1141.0|105.0|713.0|0.287|0.349|0.462|0.81|116.0||||||||| |||||*58H36|Ken Boyer
2820|2820|1988|Ron Santo|5th|108|25.3%|88.0|41.0|15.0|70.5|53.8|62.1|55.7|2243.0|8143.0|1138.0|2254.0|342.0|1331.0|35.0|1108.0|0.277|0.362|0.464|0.826|125.0||||||||| |||||*5D4/H673|Ron Santo HOF
2821|2821|1988|Minnie Minoso|4th|90|21.1%|104.0|37.0|20.0|53.8|39.8|46.8|53.4|1948.0|7059.0|1227.0|2113.0|195.0|1089.0|216.0|848.0|0.299|0.387|0.461|0.848|130.0||||||||| |||||*759H8/36D|Minnie Minoso HOF
2822|2822|1988|Roy Face|13th|79|18.5%|47.0|11.0|16.0|20.5|17.9|19.2|32.5|853.0|194.0|9.0|31.0|0.0|7.0|0.0|2.0|0.16|0.168|0.175|0.344|-6.0|104.0|95.0|3.48|109.0|1.243|848.0|27.0|191.0|1375.0|1347.0|141.0|362.0|877.0|*1/H|Roy Face
2823|2823|1988|Vada Pinson|7th|67|15.7%|95.0|36.0|18.0|54.2|39.9|47.1|58.1|2469.0|9645.0|1365.0|2757.0|256.0|1169.0|305.0|574.0|0.286|0.327|0.442|0.769|111.0||||||||| |||||*8*97H/3D|Vada Pinson
2824|2824|1988|Joe Torre|6th|60|14.1%|96.0|40.0|18.0|57.5|37.2|47.4|53.8|2209.0|7874.0|996.0|2342.0|252.0|1185.0|23.0|779.0|0.297|0.365|0.452|0.817|129.0||||||||| |||||*2*3*5H/7|Joe Torre HOF
2825|2825|1988|Sparky Lyle|1st|56|13.1%|65.0|18.0|16.0|23.2|19.1|21.2|32.5|419.0|78.0|8.0|15.0|0.0|4.0|1.0|5.0|0.192|0.241|0.218|0.459|31.0|99.0|76.0|2.88|128.0|1.275|899.0|0.0|238.0|1390.1|1292.0|84.0|481.0|873.0|*1|Sparky Lyle
2826|2826|1988|Elston Howard|15th|53|12.4%|83.0|22.0|15.0|27.0|26.5|26.8|44.2|1625.0|5443.0|635.0|1491.0|168.0|775.0|10.0|376.0|0.274|0.321|0.427|0.748|107.0||||||||| |||||*27H39|X-Elston Howard
2827|2827|1988|Dick Allen|5th|52|12.2%|99.0|39.0|15.0|58.7|45.9|52.3|55.7|1749.0|6332.0|1099.0|1848.0|351.0|1119.0|133.0|894.0|0.292|0.378|0.534|0.912|156.0||||||||| |||||*3*57H/4D68|Dick Allen
2828|2828|1988|Curt Flood|7th|48|11.2%|59.0|16.0|15.0|41.9|32.7|37.3|58.1|1759.0|6357.0|851.0|1861.0|85.0|636.0|88.0|444.0|0.293|0.342|0.389|0.732|100.0||||||||| |||||*8H/5749|Curt Flood
2829|2829|1988|Thurman Munson|8th|32|7.5%|90.0|29.0|11.0|46.1|37.0|41.6|44.2|1423.0|5344.0|696.0|1558.0|113.0|701.0|48.0|438.0|0.292|0.346|0.41|0.756|116.0||||||||| |||||*2DH/9375|Thurman Munson
2830|2830|1988|Don Larsen|15th|31|7.3%|26.0|6.0|14.0|18.4|16.4|17.4|32.5|480.0|596.0|65.0|144.0|14.0|72.0|0.0|43.0|0.242|0.291|0.371|0.662|81.0|81.0|91.0|3.78|99.0|1.4|412.0|171.0|23.0|1548.0|1442.0|130.0|725.0|849.0|*1H/7|X-Don Larsen
2831|2831|1988|Wilbur Wood|5th|30|7.0%|63.0|21.0|17.0|50.0|45.7|47.9|61.4|460.0|322.0|11.0|27.0|0.0|13.0|1.0|20.0|0.084|0.14|0.09|0.23|-33.0|164.0|156.0|3.24|114.0|1.232|651.0|297.0|57.0|2684.0|2582.0|209.0|724.0|1411.0|*1|Wilbur Wood
2832|2832|1988|Bobby Bonds|2nd|27|6.3%|66.0|36.0|14.0|57.8|41.1|49.5|56.7|1849.0|7043.0|1258.0|1886.0|332.0|1024.0|461.0|914.0|0.268|0.353|0.471|0.824|129.0||||||||| |||||*98D7H|Bobby Bonds
2833|2833|1988|Manny Mota|1st|18|4.2%|24.0|18.0|20.0|17.4|14.4|15.9|53.4|1536.0|3779.0|496.0|1149.0|31.0|438.0|50.0|289.0|0.304|0.355|0.389|0.744|112.0||||||||| |||||*7*H89/542|Manny Mota
2834|2834|1988|Mark Belanger|1st|16|3.7%|59.0|16.0|18.0|41.0|32.0|36.5|55.4|2016.0|5784.0|676.0|1316.0|20.0|389.0|167.0|576.0|0.228|0.3|0.28|0.58|68.0||||||||| |||||*6H/45|X-Mark Belanger
2835|2835|1988|Reggie Smith|1st|3|0.7%|65.0|35.0|17.0|64.5|38.6|51.6|56.7|1987.0|7033.0|1123.0|2020.0|314.0|1092.0|137.0|890.0|0.287|0.366|0.489|0.855|137.0||||||||| |||||*9*83H/5D47|X-Reggie Smith
2836|2836|1988|Lee May|1st|3|0.7%|35.0|21.0|18.0|27.3|21.8|24.5|53.8|2071.0|7609.0|959.0|2031.0|354.0|1244.0|39.0|487.0|0.267|0.313|0.459|0.772|116.0||||||||| |||||*3*DH79|X-Lee May
2837|2837|1988|Bill Lee|1st|3|0.7%|17.0|13.0|14.0|22.0|21.4|21.7|61.4|225.0|197.0|12.0|41.0|2.0|10.0|0.0|1.0|0.208|0.212|0.264|0.476|31.0|119.0|90.0|3.62|108.0|1.364|416.0|225.0|19.0|1944.1|2122.0|176.0|531.0|713.0|*1/HD|X-Bill Lee
2838|2838|1988|Al Hrabosky|1st|1|0.2%|6.0|23.0|13.0|10.3|10.6|10.5|32.5|430.0|56.0|4.0|8.0|0.0|6.0|0.0|4.0|0.143|0.213|0.179|0.392|9.0|64.0|35.0|3.1|122.0|1.294|545.0|1.0|97.0|722.0|619.0|50.0|315.0|548.0|*1/H|X-Al Hrabosky
2839|2839|1988|Willie Montanez|1st|0|0.0%|23.0|8.0|14.0|1.6|5.9|3.8|53.8|1632.0|5843.0|645.0|1604.0|139.0|802.0|32.0|465.0|0.275|0.327|0.402|0.729|102.0||||||||| |||||*38H9/D7|X-Willie Montanez
2840|2840|1988|John Milner|1st|0|0.0%|0.0|13.0|12.0|12.5|11.7|12.1|53.4|1215.0|3436.0|455.0|855.0|131.0|498.0|31.0|504.0|0.249|0.344|0.413|0.757|112.0||||||||| |||||*3*7H/98|X-John Milner
2841|2841|1988|Doc Medich|1st|0|0.0%|9.0|11.0|11.0|19.6|18.0|18.8|61.4|33.0|54.0|3.0|5.0|0.0|1.0|0.0|4.0|0.093|0.155|0.093|0.248|-28.0|124.0|105.0|3.78|99.0|1.332|312.0|287.0|2.0|1996.2|2036.0|151.0|624.0|955.0|*1/HD|X-Doc Medich
2842|2842|1988|Lynn McGlothen|1st|0|0.0%|8.0|3.0|11.0|14.3|16.7|15.5|61.4|299.0|456.0|30.0|79.0|0.0|25.0|0.0|11.0|0.173|0.191|0.211|0.402|11.0|86.0|93.0|3.98|94.0|1.419|318.0|201.0|2.0|1497.2|1553.0|127.0|572.0|939.0|*1/H|X-Lynn McGlothen
2843|2843|1988|John Mayberry|1st|0|0.0%|20.0|16.0|15.0|25.0|23.4|24.2|53.8|1620.0|5447.0|733.0|1379.0|255.0|879.0|20.0|881.0|0.253|0.36|0.439|0.799|123.0||||||||| |||||*3DH|X-John Mayberry
2844|2844|1988|Joe Rudi|1st|0|0.0%|29.0|12.0|16.0|25.5|23.6|24.6|53.4|1547.0|5556.0|684.0|1468.0|179.0|810.0|25.0|369.0|0.264|0.311|0.427|0.738|112.0||||||||| |||||*73HD9/85|X-Joe Rudi
2845|2845|1988|Randy Jones|1st|0|0.0%|31.0|10.0|10.0|17.7|20.1|18.9|61.4|319.0|599.0|37.0|79.0|0.0|20.0|1.0|22.0|0.132|0.162|0.145|0.307|-11.0|100.0|123.0|3.42|101.0|1.251|305.0|285.0|2.0|1933.0|1915.0|129.0|503.0|735.0|*1/H|X-Randy Jones
2846|2846|1988|Jim Spencer|1st|0|0.0%|5.0|5.0|15.0|2.7|6.2|4.5|53.8|1553.0|4908.0|541.0|1227.0|146.0|599.0|11.0|407.0|0.25|0.307|0.387|0.694|98.0||||||||| |||||*3DH/7|X-Jim Spencer
2847|2847|1988|Grant Jackson|1st|0|0.0%|13.0|11.0|18.0|14.1|12.8|13.4|32.5|530.0|236.0|20.0|32.0|2.0|17.0|0.0|7.0|0.136|0.164|0.178|0.342|-4.0|86.0|75.0|3.46|105.0|1.312|692.0|83.0|79.0|1358.2|1272.0|109.0|511.0|889.0|*1/H|X-Grant Jackson
2848|2848|1988|Larry Hisle|1st|0|0.0%|22.0|18.0|14.0|25.0|24.6|24.8|53.4|1197.0|4205.0|652.0|1146.0|166.0|674.0|128.0|462.0|0.273|0.347|0.452|0.799|123.0||||||||| |||||*8*7D9H|X-Larry Hisle
2849|2849|1988|Del Unser|1st|0|0.0%|1.0|8.0|15.0|16.7|17.2|17.0|58.1|1799.0|5215.0|617.0|1344.0|87.0|481.0|64.0|481.0|0.258|0.319|0.358|0.677|94.0||||||||| |||||*8*H937|X-Del Unser
2850|2850|1988|Ross Grimsley|1st|0|0.0%|24.0|15.0|11.0|5.1|10.0|7.6|61.4|174.0|353.0|21.0|45.0|0.0|15.0|0.0|6.0|0.127|0.144|0.139|0.283|-19.0|124.0|99.0|3.81|92.0|1.306|345.0|295.0|3.0|2039.1|2105.0|202.0|559.0|750.0|*1/H|X-Ross Grimsley
2851|2851|1988|Rick Wise|1st|0|0.0%|35.0|22.0|18.0|36.3|28.2|32.2|61.4|341.0|668.0|60.0|130.0|15.0|66.0|0.0|27.0|0.195|0.228|0.308|0.537|51.0|188.0|181.0|3.69|101.0|1.289|506.0|455.0|0.0|3127.1|3227.0|261.0|804.0|1647.0|*1/H|X-Rick Wise
2852|2852|1988|Stan Bahnsen|1st|0|0.0%|14.0|13.0|16.0|22.7|22.4|22.6|61.4|414.0|479.0|22.0|56.0|1.0|19.0|0.0|19.0|0.117|0.152|0.148|0.3|-13.0|146.0|149.0|3.6|97.0|1.33|574.0|327.0|20.0|2529.0|2440.0|223.0|924.0|1359.0|*1/H|X-Stan Bahnsen
2853|2853|1989|Johnny Bench|1st|431|96.4%|214.0|45.0|17.0|75.1|47.2|61.2|44.2|2158.0|7658.0|1091.0|2048.0|389.0|1376.0|68.0|891.0|0.267|0.342|0.476|0.817|126.0||||||||| |||||*253H79/8|Johnny Bench
2854|2854|1989|Carl Yastrzemski|1st|423|94.6%|215.0|60.0|23.0|96.5|55.5|76.0|53.4|3308.0|11988.0|1816.0|3419.0|452.0|1844.0|168.0|1845.0|0.285|0.379|0.462|0.841|130.0||||||||| |||||*7*3*D8H5/9|Carl Yastrzemski
2855|2855|1989|Gaylord Perry|1st|304|68.0%|177.0|57.0|22.0|90.0|52.3|71.2|61.4|512.0|1076.0|48.0|141.0|6.0|47.0|0.0|22.0|0.131|0.153|0.164|0.316|-10.0|314.0|265.0|3.11|117.0|1.181|777.0|690.0|10.0|5350.0|4938.0|399.0|1379.0|3534.0|*1/H|Gaylord Perry HOF
2856|2856|1989|Jim Bunning|13th|283|63.3%|98.0|42.0|17.0|59.5|48.9|54.2|61.4|601.0|1275.0|82.0|213.0|7.0|75.0|0.0|34.0|0.167|0.188|0.206|0.395|9.0|224.0|184.0|3.27|115.0|1.179|591.0|519.0|16.0|3760.1|3433.0|372.0|1000.0|2855.0|*1/H|Jim Bunning HOF
2857|2857|1989|Fergie Jenkins|1st|234|52.3%|132.0|53.0|19.0|84.1|51.4|67.8|61.4|413.0|896.0|54.0|148.0|13.0|85.0|0.0|41.0|0.165|0.2|0.252|0.452|23.0|284.0|226.0|3.34|115.0|1.142|664.0|594.0|7.0|4500.2|4142.0|484.0|997.0|3192.0|*1/H|Fergie Jenkins HOF
2858|2858|1989|Orlando Cepeda|10th|176|39.4%|126.0|37.0|17.0|50.1|34.4|42.3|53.8|2124.0|7927.0|1131.0|2351.0|379.0|1365.0|142.0|588.0|0.297|0.35|0.499|0.849|133.0||||||||| |||||*37DH/95|Orlando Cepeda HOF
2859|2859|1989|Tony Oliva|8th|135|30.2%|114.0|29.0|15.0|43.0|38.6|40.8|56.7|1676.0|6301.0|870.0|1917.0|220.0|947.0|86.0|448.0|0.304|0.353|0.476|0.83|131.0||||||||| |||||*9*DH8/7|Tony Oliva HOF
2860|2860|1989|Bill Mazeroski|12th|134|30.0%|71.0|16.0|17.0|36.5|26.0|31.3|57.1|2163.0|7755.0|769.0|2016.0|138.0|853.0|27.0|447.0|0.26|0.299|0.367|0.667|84.0||||||||| |||||*4H/5|Bill Mazeroski HOF
2861|2861|1989|Harvey Kuenn|13th|115|25.7%|100.0|27.0|15.0|26.0|22.1|24.0|55.4|1833.0|6913.0|950.0|2092.0|87.0|671.0|68.0|594.0|0.303|0.357|0.408|0.765|108.0||||||||| |||||*6*7*98H53|Harvey Kuenn
2862|2862|1989|Maury Wills|12th|95|21.3%|104.0|29.0|14.0|39.6|29.6|34.6|55.4|1942.0|7588.0|1067.0|2134.0|20.0|458.0|586.0|552.0|0.281|0.33|0.331|0.661|88.0||||||||| |||||*6*5H/4|Maury Wills
2863|2863|1989|Jim Kaat|1st|87|19.5%|130.0|44.0|25.0|50.5|38.1|44.3|61.4|840.0|1251.0|117.0|232.0|16.0|106.0|5.0|63.0|0.185|0.227|0.267|0.494|37.0|283.0|237.0|3.45|108.0|1.259|898.0|625.0|17.0|4530.1|4620.0|395.0|1083.0|2461.0|*1H/D|Jim Kaat HOF
2864|2864|1989|Ron Santo|6th|75|16.8%|88.0|41.0|15.0|70.5|53.8|62.1|55.7|2243.0|8143.0|1138.0|2254.0|342.0|1331.0|35.0|1108.0|0.277|0.362|0.464|0.826|125.0||||||||| |||||*5D4/H673|Ron Santo HOF
2865|2865|1989|Ken Boyer|10th|62|13.9%|87.0|36.0|15.0|62.8|46.2|54.5|55.7|2034.0|7455.0|1104.0|2143.0|282.0|1141.0|105.0|713.0|0.287|0.349|0.462|0.81|116.0||||||||| |||||*58H36|Ken Boyer
2866|2866|1989|Minnie Minoso|5th|59|13.2%|104.0|37.0|20.0|53.8|39.8|46.8|53.4|1948.0|7059.0|1227.0|2113.0|195.0|1089.0|216.0|848.0|0.299|0.387|0.461|0.848|130.0||||||||| |||||*759H8/36D|Minnie Minoso HOF
2867|2867|1989|Luis Tiant|2nd|47|10.5%|97.0|41.0|19.0|66.1|44.1|55.1|61.4|305.0|513.0|36.0|84.0|5.0|44.0|1.0|13.0|0.164|0.185|0.224|0.409|17.0|229.0|172.0|3.3|114.0|1.199|573.0|484.0|15.0|3486.1|3075.0|346.0|1104.0|2416.0|*1|Luis Tiant
2868|2868|1989|Roy Face|14th|47|10.5%|47.0|11.0|16.0|20.5|17.9|19.2|32.5|853.0|194.0|9.0|31.0|0.0|7.0|0.0|2.0|0.16|0.168|0.175|0.344|-6.0|104.0|95.0|3.48|109.0|1.243|848.0|27.0|191.0|1375.0|1347.0|141.0|362.0|877.0|*1/H|Roy Face
2869|2869|1989|Mickey Lolich|5th|47|10.5%|99.0|37.0|16.0|48.0|37.8|42.9|61.4|477.0|821.0|63.0|90.0|0.0|31.0|1.0|105.0|0.11|0.215|0.121|0.335|-2.0|217.0|191.0|3.44|104.0|1.227|586.0|496.0|10.0|3638.1|3366.0|347.0|1099.0|2832.0|*1/H|Mickey Lolich
2870|2870|1989|Joe Torre|7th|40|8.9%|96.0|40.0|18.0|57.5|37.2|47.4|53.8|2209.0|7874.0|996.0|2342.0|252.0|1185.0|23.0|779.0|0.297|0.365|0.452|0.817|129.0||||||||| |||||*2*3*5H/7|Joe Torre HOF
2871|2871|1989|Dick Allen|6th|35|7.8%|99.0|39.0|15.0|58.7|45.9|52.3|55.7|1749.0|6332.0|1099.0|1848.0|351.0|1119.0|133.0|894.0|0.292|0.378|0.534|0.912|156.0||||||||| |||||*3*57H/4D68|Dick Allen
2872|2872|1989|Vada Pinson|8th|33|7.4%|95.0|36.0|18.0|54.2|39.9|47.1|58.1|2469.0|9645.0|1365.0|2757.0|256.0|1169.0|305.0|574.0|0.286|0.327|0.442|0.769|111.0||||||||| |||||*8*97H/3D|Vada Pinson
2873|2873|1989|Thurman Munson|9th|31|6.9%|90.0|29.0|11.0|46.1|37.0|41.6|44.2|1423.0|5344.0|696.0|1558.0|113.0|701.0|48.0|438.0|0.292|0.346|0.41|0.756|116.0||||||||| |||||*2DH/9375|Thurman Munson
2874|2874|1989|Bobby Bonds|3rd|29|6.5%|66.0|36.0|14.0|57.8|41.1|49.5|56.7|1849.0|7043.0|1258.0|1886.0|332.0|1024.0|461.0|914.0|0.268|0.353|0.471|0.824|129.0||||||||| |||||*98D7H|Bobby Bonds
2875|2875|1989|Curt Flood|8th|27|6.0%|59.0|16.0|15.0|41.9|32.7|37.3|58.1|1759.0|6357.0|851.0|1861.0|85.0|636.0|88.0|444.0|0.293|0.342|0.389|0.732|100.0||||||||| |||||*8H/5749|Curt Flood
2876|2876|1989|Sparky Lyle|2nd|25|5.6%|65.0|18.0|16.0|23.2|19.1|21.2|32.5|419.0|78.0|8.0|15.0|0.0|4.0|1.0|5.0|0.192|0.241|0.218|0.459|31.0|99.0|76.0|2.88|128.0|1.275|899.0|0.0|238.0|1390.1|1292.0|84.0|481.0|873.0|*1|Sparky Lyle
2877|2877|1989|Wilbur Wood|6th|14|3.1%|63.0|21.0|17.0|50.0|45.7|47.9|61.4|460.0|322.0|11.0|27.0|0.0|13.0|1.0|20.0|0.084|0.14|0.09|0.23|-33.0|164.0|156.0|3.24|114.0|1.232|651.0|297.0|57.0|2684.0|2582.0|209.0|724.0|1411.0|*1|X-Wilbur Wood
2878|2878|1989|Bert Campaneris|1st|14|3.1%|76.0|27.0|19.0|53.1|36.7|44.9|55.4|2328.0|8684.0|1181.0|2249.0|79.0|646.0|649.0|618.0|0.259|0.311|0.342|0.653|89.0|0.0|0.0|9.0|56.0|3.0|1.0|0.0|0.0|1.0|1.0|0.0|2.0|1.0|*6H574/D83219|X-Bert Campaneris
2879|2879|1989|Manny Mota|2nd|9|2.0%|24.0|18.0|20.0|17.4|14.4|15.9|53.4|1536.0|3779.0|496.0|1149.0|31.0|438.0|50.0|289.0|0.304|0.355|0.389|0.744|112.0||||||||| |||||*7*H89/542|X-Manny Mota
2880|2880|1989|Bobby Murcer|1st|3|0.7%|29.0|26.0|17.0|32.0|29.8|30.9|58.1|1908.0|6730.0|972.0|1862.0|252.0|1043.0|127.0|862.0|0.277|0.357|0.445|0.802|124.0||||||||| |||||*9*8HD756/4|X-Bobby Murcer
2881|2881|1989|Gene Tenace|1st|1|0.2%|7.0|30.0|15.0|46.8|35.0|40.9|44.2|1555.0|4390.0|653.0|1060.0|201.0|674.0|36.0|984.0|0.241|0.388|0.429|0.817|136.0||||||||| |||||*2*3H/594D7|X-Gene Tenace
2882|2882|1989|Don Money|1st|1|0.2%|12.0|16.0|16.0|36.5|27.6|32.1|55.7|1720.0|6215.0|798.0|1623.0|176.0|729.0|80.0|600.0|0.261|0.328|0.406|0.734|106.0||||||||| |||||*54D63H7|X-Don Money
2883|2883|1989|Richie Zisk|1st|0|0.0%|21.0|20.0|13.0|25.0|22.0|23.5|53.4|1453.0|5144.0|681.0|1477.0|207.0|792.0|8.0|533.0|0.287|0.353|0.466|0.818|127.0||||||||| |||||*9*D*7H|X-Richie Zisk
2884|2884|1989|Jon Matlack|1st|0|0.0%|35.0|19.0|13.0|39.4|36.9|38.2|61.4|204.0|441.0|32.0|57.0|0.0|23.0|0.0|57.0|0.129|0.23|0.136|0.366|7.0|125.0|126.0|3.18|114.0|1.233|361.0|318.0|3.0|2363.0|2276.0|161.0|638.0|1516.0|*1/H|X-Jon Matlack
2885|2885|1989|Bill Robinson|1st|0|0.0%|11.0|10.0|16.0|7.5|10.3|8.9|53.4|1472.0|4364.0|536.0|1127.0|166.0|641.0|71.0|263.0|0.258|0.3|0.438|0.738|104.0||||||||| |||||*7*98H35|X-Bill Robinson
2886|2886|1989|Bake McBride|1st|0|0.0%|17.0|18.0|11.0|22.6|22.4|22.5|56.7|1071.0|3853.0|548.0|1153.0|63.0|430.0|183.0|248.0|0.299|0.345|0.42|0.765|109.0||||||||| |||||*9*8H/D7|X-Bake McBride
2887|2887|1989|Rudy May|1st|0|0.0%|22.0|19.0|16.0|20.4|17.6|19.0|61.4|243.0|341.0|12.0|42.0|0.0|14.0|0.0|22.0|0.123|0.18|0.15|0.33|-4.0|152.0|156.0|3.46|102.0|1.248|535.0|360.0|12.0|2622.0|2314.0|199.0|958.0|1760.0|*1/H|X-Rudy May
2888|2888|1989|Dave Goltz|1st|0|0.0%|12.0|8.0|12.0|23.1|25.4|24.2|61.4|83.0|94.0|1.0|10.0|0.0|7.0|0.0|10.0|0.106|0.2|0.106|0.306|-10.0|113.0|109.0|3.69|105.0|1.348|353.0|264.0|8.0|2039.2|2104.0|149.0|646.0|1105.0|*1/HD|X-Dave Goltz
2889|2889|1989|Cesar Geronimo|1st|0|0.0%|20.0|8.0|15.0|13.0|13.4|13.2|58.1|1522.0|3780.0|460.0|977.0|51.0|392.0|82.0|354.0|0.258|0.325|0.368|0.693|93.0||||||||| |||||*8H97/D|X-Cesar Geronimo
2890|2890|1989|Woodie Fryman|1st|0|0.0%|7.0|13.0|18.0|17.0|17.8|17.4|61.4|564.0|609.0|22.0|84.0|2.0|25.0|1.0|14.0|0.138|0.158|0.158|0.316|-11.0|141.0|155.0|3.77|96.0|1.351|625.0|322.0|58.0|2411.1|2367.0|187.0|890.0|1587.0|*1|X-Woodie Fryman
2891|2891|1989|Joe Ferguson|1st|0|0.0%|5.0|25.0|14.0|21.0|19.6|20.3|44.2|1013.0|3001.0|407.0|719.0|122.0|445.0|22.0|562.0|0.24|0.358|0.409|0.767|116.0||||||||| |||||*29H/73|X-Joe Ferguson
2892|2892|1989|Terry Crowley|1st|0|0.0%|0.0|7.0|15.0|2.4|3.5|2.9|56.7|865.0|1518.0|174.0|379.0|42.0|229.0|3.0|222.0|0.25|0.345|0.375|0.72|104.0||||||||| |||||*HD93/7|X-Terry Crowley
2893|2893|1989|Jim Barr|1st|0|0.0%|5.0|10.0|12.0|30.7|29.0|29.8|61.4|421.0|513.0|28.0|83.0|1.0|31.0|2.0|15.0|0.162|0.191|0.205|0.396|10.0|101.0|112.0|3.56|105.0|1.278|454.0|252.0|12.0|2065.1|2170.0|161.0|469.0|741.0|*1/H|X-Jim Barr
2894|2894|1990|Jim Palmer|1st|411|92.6%|193.0|56.0|19.0|68.5|47.4|58.0|61.4|222.0|489.0|52.0|85.0|3.0|41.0|1.0|16.0|0.174|0.2|0.215|0.414|18.0|268.0|152.0|2.86|125.0|1.18|558.0|521.0|4.0|3948.0|3349.0|303.0|1311.0|2212.0|*1/HD|Jim Palmer
2895|2895|1990|Joe Morgan|1st|363|81.8%|172.0|56.0|22.0|100.4|59.3|79.9|57.1|2649.0|9277.0|1650.0|2517.0|268.0|1133.0|689.0|1865.0|0.271|0.392|0.427|0.819|132.0||||||||| |||||*4H/7D58|Joe Morgan
2896|2896|1990|Gaylord Perry|2nd|320|72.1%|177.0|57.0|22.0|90.0|52.3|71.2|61.4|512.0|1076.0|48.0|141.0|6.0|47.0|0.0|22.0|0.131|0.153|0.164|0.316|-10.0|314.0|265.0|3.11|117.0|1.181|777.0|690.0|10.0|5350.0|4938.0|399.0|1379.0|3534.0|*1/H|Gaylord Perry HOF
2897|2897|1990|Fergie Jenkins|2nd|296|66.7%|132.0|53.0|19.0|84.1|51.4|67.8|61.4|413.0|896.0|54.0|148.0|13.0|85.0|0.0|41.0|0.165|0.2|0.252|0.452|23.0|284.0|226.0|3.34|115.0|1.142|664.0|594.0|7.0|4500.2|4142.0|484.0|997.0|3192.0|*1/H|Fergie Jenkins HOF
2898|2898|1990|Jim Bunning|14th|257|57.9%|98.0|42.0|17.0|59.5|48.9|54.2|61.4|601.0|1275.0|82.0|213.0|7.0|75.0|0.0|34.0|0.167|0.188|0.206|0.395|9.0|224.0|184.0|3.27|115.0|1.179|591.0|519.0|16.0|3760.1|3433.0|372.0|1000.0|2855.0|*1/H|Jim Bunning HOF
2899|2899|1990|Orlando Cepeda|11th|211|47.5%|126.0|37.0|17.0|50.1|34.4|42.3|53.8|2124.0|7927.0|1131.0|2351.0|379.0|1365.0|142.0|588.0|0.297|0.35|0.499|0.849|133.0||||||||| |||||*37DH/95|Orlando Cepeda HOF
2900|2900|1990|Tony Oliva|9th|142|32.0%|114.0|29.0|15.0|43.0|38.6|40.8|56.7|1676.0|6301.0|870.0|1917.0|220.0|947.0|86.0|448.0|0.304|0.353|0.476|0.83|131.0||||||||| |||||*9*DH8/7|Tony Oliva HOF
2901|2901|1990|Bill Mazeroski|13th|131|29.5%|71.0|16.0|17.0|36.5|26.0|31.3|57.1|2163.0|7755.0|769.0|2016.0|138.0|853.0|27.0|447.0|0.26|0.299|0.367|0.667|84.0||||||||| |||||*4H/5|Bill Mazeroski HOF
2902|2902|1990|Harvey Kuenn|14th|107|24.1%|100.0|27.0|15.0|26.0|22.1|24.0|55.4|1833.0|6913.0|950.0|2092.0|87.0|671.0|68.0|594.0|0.303|0.357|0.408|0.765|108.0||||||||| |||||*6*7*98H53|Harvey Kuenn
