|player|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary|is_in_hof|years_on_ballot
0|Ty Cobb|445.0|75.0|24.0|151.4|69.0|110.2|58.1|3034.0|11440.0|2245.0|4189.0|117.0|1944.0|897.0|1249.0|0.366|0.433|0.512|0.944|168.0|0.0|0.0|3.6|99.0|1.6|3.0|0.0|1.0|5.0|6.0|0.0|2.0|0.0|*8*9H7/3145|True|1
1|Babe Ruth|411.0|79.0|22.0|162.7|85.3|124.0|56.7|2503.0|8399.0|2174.0|2873.0|714.0|2214.0|123.0|2062.0|0.342|0.474|0.69|1.164|206.0|94.0|46.0|2.28|122.0|1.159|163.0|147.0|4.0|1221.1|974.0|10.0|441.0|488.0|*9*71H83|True|1
2|Honus Wagner|313.0|75.0|21.0|130.8|65.3|98.0|55.4|2794.0|10439.0|1739.0|3420.0|101.0|1732.0|723.0|963.0|0.328|0.391|0.467|0.858|151.0|0.0|0.0|0.0||1.56|2.0|0.0|0.0|8.1|7.0|0.0|6.0|6.0|*6*O3594H7/81|True|1
3|Christy Mathewson|303.0|84.0|17.0|106.6|70.2|88.4|61.4|647.0|1687.0|151.0|362.0|7.0|167.0|20.0|116.0|0.215|0.272|0.271|0.543|60.0|373.0|188.0|2.13|136.0|1.058|636.0|552.0|30.0|4788.2|4219.0|89.0|848.0|2507.0|*1/H397|True|1
4|Walter Johnson|364.0|82.0|21.0|164.9|89.4|127.2|61.4|934.0|2324.0|241.0|547.0|24.0|255.0|13.0|110.0|0.235|0.274|0.342|0.616|76.0|417.0|279.0|2.17|147.0|1.061|802.0|666.0|34.0|5914.1|4913.0|97.0|1363.0|3509.0|*1H/897|True|1
5|Nap Lajoie|264.0|66.0|21.0|106.9|60.1|83.5|57.1|2480.0|9590.0|1504.0|3243.0|82.0|1599.0|380.0|516.0|0.338|0.38|0.466|0.846|150.0||||||||| |||||*436H/O57|True|2
6|Tris Speaker|257.0|74.0|22.0|134.8|62.6|98.7|58.1|2789.0|10195.0|1882.0|3514.0|117.0|1531.0|436.0|1381.0|0.345|0.428|0.5|0.928|158.0|0.0|0.0|9.0|47.0|2.0|1.0|0.0|0.0|1.0|2.0|0.0|0.0|0.0|*8H/3971|True|2
7|Cy Young|338.0|82.0|22.0|163.6|78.0|120.8|61.4|918.0|2960.0|325.0|623.0|18.0|290.0|29.0|81.0|0.21|0.234|0.282|0.516|45.0|511.0|315.0|2.63|138.0|1.13|906.0|815.0|18.0|7356.0|7092.0|138.0|1217.0|2803.0|*1/3H|True|2
8|Rogers Hornsby|350.0|76.0|23.0|127.3|74.1|100.7|57.1|2259.0|8173.0|1579.0|2930.0|301.0|1584.0|135.0|1038.0|0.358|0.434|0.577|1.01|175.0||||||||| |||||*4*65H3/978|True|5
9|Mickey Cochrane|137.0|54.0|13.0|49.9|36.6|43.3|44.2|1482.0|5169.0|1041.0|1652.0|119.0|830.0|64.0|857.0|0.32|0.419|0.478|0.897|129.0||||||||| |||||*2H/7|True|6
10|George Sisler|200.0|44.0|15.0|54.8|47.1|51.0|53.8|2055.0|8267.0|1284.0|2812.0|102.0|1178.0|375.0|472.0|0.34|0.379|0.468|0.847|125.0|5.0|6.0|2.35|126.0|1.288|24.0|12.0|3.0|111.0|91.0|0.0|52.0|63.0|*3H/197845|True|4
11|Eddie Collins|250.0|71.0|25.0|124.4|64.2|94.3|57.1|2826.0|9949.0|1821.0|3315.0|47.0|1299.0|741.0|1499.0|0.333|0.424|0.429|0.853|142.0||||||||| |||||*4H6/8975|True|4
12|Jimmy Collins|43.0|26.0|14.0|53.3|38.6|45.9|55.7|1725.0|6795.0|1055.0|1999.0|65.0|983.0|194.0|426.0|0.294|0.343|0.409|0.752|113.0||||||||| |||||*5/OH64|False|6
13|Pete Alexander|257.0|77.0|20.0|119.3|69.7|94.5|61.4|703.0|1810.0|154.0|378.0|11.0|163.0|3.0|77.0|0.209|0.242|0.275|0.517|43.0|373.0|208.0|2.56|135.0|1.121|696.0|600.0|32.0|5190.0|4868.0|165.0|951.0|2198.0|*1/H7|True|3
14|Lou Gehrig|352.0|72.0|17.0|113.6|67.6|90.6|53.8|2164.0|8001.0|1888.0|2721.0|493.0|1995.0|102.0|1508.0|0.34|0.447|0.632|1.08|179.0||||||||| |||||*3/H976|False|1
15|Roger Bresnahan|15.0|28.0|17.0|42.0|30.4|36.2|44.2|1446.0|4481.0|682.0|1252.0|26.0|530.0|212.0|714.0|0.279|0.386|0.377|0.764|126.0|4.0|1.0|3.93|108.0|1.649|9.0|6.0|0.0|50.1|68.0|1.0|15.0|15.0|*2O8H593/4716|False|6
16|Willie Keeler|189.0|49.0|19.0|54.2|36.2|45.2|56.7|2123.0|8591.0|1719.0|2932.0|33.0|810.0|495.0|524.0|0.341|0.388|0.415|0.802|127.0||||||||| |||||*O*95/H4768|True|4
17|Rube Waddell|138.0|47.0|13.0|58.4|49.3|53.8|61.4|410.0|1066.0|61.0|172.0|4.0|83.0|6.0|42.0|0.161|0.197|0.219|0.416|25.0|193.0|143.0|2.16|135.0|1.102|407.0|340.0|5.0|2961.1|2460.0|37.0|803.0|2316.0|*1/3H|False|7
18|Jimmie Foxx|314.0|72.0|20.0|92.3|57.9|75.1|53.8|2317.0|8134.0|1751.0|2646.0|534.0|1922.0|87.0|1452.0|0.325|0.428|0.609|1.038|163.0|1.0|0.0|1.52|261.0|1.141|10.0|2.0|0.0|23.2|13.0|0.0|14.0|11.0|*3H52/7196|True|7
19|Ed Walsh|146.0|52.0|14.0|65.9|62.3|64.1|61.4|459.0|1085.0|92.0|210.0|3.0|68.0|14.0|46.0|0.194|0.231|0.255|0.486|51.0|195.0|126.0|1.82|146.0|1.0|430.0|315.0|35.0|2964.1|2346.0|23.0|617.0|1736.0|*1/H798|False|7
20|Ed Delahanty|235.0|64.0|16.0|69.6|48.6|59.1|53.4|1837.0|7510.0|1600.0|2597.0|101.0|1466.0|456.0|742.0|0.346|0.411|0.505|0.917|152.0||||||||| |||||*O3746/958H|False|6
21|Pie Traynor|96.0|43.0|17.0|38.5|26.8|32.6|55.7|1941.0|7559.0|1183.0|2416.0|58.0|1273.0|158.0|472.0|0.32|0.362|0.435|0.797|107.0||||||||| |||||*56H/3|True|8
22|Frankie Frisch|185.0|60.0|19.0|71.8|44.7|58.2|57.1|2311.0|9112.0|1532.0|2880.0|105.0|1244.0|419.0|728.0|0.316|0.369|0.432|0.801|110.0||||||||| |||||*4*56H|True|6
23|Lefty Grove|233.0|62.0|17.0|106.8|65.6|86.2|61.4|619.0|1369.0|119.0|202.0|15.0|121.0|1.0|105.0|0.148|0.209|0.207|0.417|6.0|300.0|141.0|3.06|148.0|1.278|616.0|457.0|54.0|3940.2|3849.0|162.0|1187.0|2266.0|*1/H|True|5
24|Hal Chase|26.0|18.0|15.0|22.9|18.0|20.5|53.8|1919.0|7417.0|980.0|2158.0|57.0|941.0|363.0|276.0|0.291|0.319|0.391|0.71|112.0|0.0|0.0|0.0||0.0|1.0|0.0|0.0|0.1|0.0|0.0|0.0|0.0|*34/8H76951|False|2
25|Ross Youngs|71.0|32.0|10.0|32.7|30.8|31.8|56.7|1211.0|4627.0|812.0|1491.0|42.0|592.0|153.0|550.0|0.322|0.399|0.441|0.839|130.0||||||||| |||||*9/4H87|False|17
26|Bill Terry|169.0|42.0|14.0|56.5|43.3|49.9|53.8|1721.0|6428.0|1120.0|2193.0|154.0|1078.0|56.0|537.0|0.341|0.393|0.506|0.899|136.0||||||||| |||||*3H/97|True|14
27|Johnny Kling|25.0|23.0|13.0|29.1|25.8|27.4|44.2|1261.0|4246.0|475.0|1154.0|20.0|514.0|124.0|281.0|0.272|0.319|0.357|0.676|100.0||||||||| |||||*2H/937856|False|9
28|Lou Criger|11.0|20.0|16.0|16.1|13.6|14.9|44.2|1012.0|3202.0|337.0|709.0|11.0|342.0|58.0|309.0|0.221|0.295|0.29|0.584|72.0||||||||| |||||*2/3H57|False|5
29|Johnny Evers|34.0|24.0|18.0|47.7|33.3|40.5|57.1|1784.0|6137.0|919.0|1659.0|12.0|536.0|324.0|778.0|0.27|0.356|0.334|0.69|106.0||||||||| |||||*4/56H9|False|7
30|Mordecai Brown|169.0|56.0|14.0|58.3|43.6|51.0|61.4|493.0|1143.0|93.0|235.0|2.0|73.0|8.0|44.0|0.206|0.236|0.248|0.483|43.0|239.0|130.0|2.06|138.0|1.066|481.0|332.0|49.0|3172.1|2708.0|43.0|673.0|1375.0|*1/H4879|False|7
31|Frank Chance|22.0|24.0|17.0|46.0|35.6|40.8|53.8|1288.0|4299.0|798.0|1274.0|20.0|596.0|403.0|556.0|0.296|0.394|0.394|0.788|135.0||||||||| |||||*32O9H/78|False|7
32|Al Simmons|226.0|63.0|20.0|68.2|45.7|56.9|53.4|2215.0|8759.0|1507.0|2927.0|307.0|1828.0|88.0|615.0|0.334|0.38|0.535|0.915|133.0||||||||| |||||*7*8H/93|True|9
33|John McGraw|62.0|41.0|17.0|45.7|39.1|42.4|55.7|1100.0|3924.0|1024.0|1309.0|13.0|462.0|436.0|836.0|0.334|0.466|0.41|0.876|135.0||||||||| |||||*56O4/H73|False|2
34|Ray Schalk|56.0|25.0|18.0|33.2|25.8|29.5|44.2|1762.0|5306.0|579.0|1345.0|11.0|593.0|177.0|638.0|0.253|0.34|0.316|0.656|83.0||||||||| |||||*2H|False|16
35|Shoeless Joe Jackson|121.0|40.0|13.0|62.2|52.5|57.4|56.7|1332.0|4981.0|873.0|1772.0|54.0|792.0|202.0|519.0|0.356|0.423|0.517|0.94|170.0||||||||| |||||*9*783/H|False|2
36|Edd Roush|74.0|36.0|18.0|45.6|31.7|38.7|58.1|1967.0|7363.0|1099.0|2376.0|68.0|981.0|268.0|484.0|0.323|0.369|0.446|0.815|126.0||||||||| |||||*8H7/394|False|19
37|Charles Bender|119.0|51.0|16.0|48.0|33.6|40.8|61.4|507.0|1147.0|102.0|243.0|6.0|116.0|20.0|75.0|0.212|0.266|0.28|0.546|66.0|212.0|127.0|2.46|112.0|1.113|459.0|334.0|34.0|3017.0|2645.0|40.0|712.0|1711.0|*1H/38745|False|14
38|Nap Rucker|40.0|23.0|10.0|47.2|44.7|45.9|61.4|336.0|805.0|44.0|157.0|1.0|44.0|2.0|22.0|0.195|0.216|0.226|0.443|33.0|134.0|134.0|2.42|119.0|1.175|336.0|274.0|14.0|2375.1|2089.0|41.0|701.0|1217.0|*1|False|7
39|Rube Marquard|84.0|31.0|18.0|32.4|30.1|31.3|61.4|536.0|1107.0|63.0|198.0|1.0|66.0|6.0|33.0|0.179|0.207|0.202|0.41|17.0|201.0|177.0|3.08|103.0|1.237|536.0|408.0|20.0|3306.2|3233.0|107.0|858.0|1593.0|*1|False|13
40|Connie Mack|0.0|2.0|11.0|6.9|8.9|7.9|44.2|724.0|2698.0|392.0|659.0|5.0|265.0|127.0|170.0|0.244|0.305|0.3|0.604|72.0||||||||| |||||*23O/46|False|1
41|Kid Elberfeld|5.0|20.0|14.0|33.3|26.0|29.6|55.4|1292.0|4561.0|647.0|1235.0|10.0|535.0|213.0|427.0|0.271|0.355|0.339|0.694|106.0||||||||| |||||*654H|False|5
42|Dazzy Vance|89.0|35.0|16.0|60.3|49.6|54.9|61.4|442.0|971.0|68.0|146.0|7.0|75.0|1.0|79.0|0.15|0.219|0.198|0.417|10.0|197.0|140.0|3.24|125.0|1.23|442.0|349.0|12.0|2966.2|2809.0|132.0|840.0|2045.0|*1/H|True|16
43|Sam Crawford|119.0|53.0|19.0|75.3|39.7|57.5|56.7|2517.0|9570.0|1391.0|2961.0|97.0|1523.0|367.0|760.0|0.309|0.362|0.452|0.814|144.0||||||||| |||||*O*9*83H7|False|7
44|Fred Clarke|86.0|50.0|21.0|67.9|36.2|52.1|53.4|2246.0|8584.0|1622.0|2678.0|67.0|1015.0|509.0|875.0|0.312|0.386|0.429|0.814|133.0||||||||| |||||*O*7H/6958|False|6
45|Bill Bradley|16.0|11.0|14.0|36.6|34.4|35.5|55.7|1461.0|5430.0|754.0|1471.0|34.0|552.0|181.0|290.0|0.271|0.317|0.371|0.688|108.0|0.0|0.0|0.0||4.0|1.0|0.0|0.0|1.0|4.0|0.0|0.0|0.0|*56/3H41|False|6
46|Home Run Baker|81.0|33.0|13.0|62.8|46.8|54.8|55.7|1575.0|5984.0|887.0|1838.0|96.0|991.0|235.0|473.0|0.307|0.363|0.442|0.805|135.0||||||||| |||||*5H|False|11
47|Gabby Hartnett|121.0|48.0|20.0|55.9|30.8|43.4|44.2|1990.0|6432.0|867.0|1912.0|236.0|1179.0|28.0|703.0|0.297|0.37|0.489|0.858|126.0||||||||| |||||*2H3|True|12
48|Billy Sullivan|11.0|20.0|16.0|8.8|8.4|8.6|44.2|1147.0|3647.0|363.0|777.0|21.0|378.0|98.0|170.0|0.213|0.254|0.281|0.535|63.0||||||||| |||||*2/H345796|False|3
49|Charlie Gehringer|277.0|72.0|19.0|84.8|52.9|68.8|57.1|2323.0|8860.0|1775.0|2839.0|184.0|1427.0|181.0|1186.0|0.32|0.404|0.48|0.884|125.0||||||||| |||||*4H/35|False|6
50|Rabbit Maranville|59.0|30.0|23.0|43.9|30.5|37.2|55.4|2670.0|10078.0|1256.0|2605.0|28.0|884.0|291.0|839.0|0.258|0.318|0.34|0.658|82.0||||||||| |||||*6*4/H5|True|14
51|Eddie Plank|187.0|71.0|17.0|90.8|51.1|71.0|61.4|630.0|1607.0|130.0|331.0|3.0|122.0|13.0|71.0|0.206|0.25|0.245|0.495|48.0|326.0|194.0|2.35|122.0|1.119|623.0|529.0|23.0|4495.2|3958.0|42.0|1072.0|2246.0|*1/H|False|6
52|Herb Pennock|92.0|36.0|22.0|45.5|36.9|41.2|61.4|620.0|1214.0|108.0|232.0|4.0|103.0|1.0|94.0|0.191|0.253|0.235|0.488|31.0|241.0|162.0|3.6|106.0|1.348|617.0|419.0|37.0|3571.2|3900.0|128.0|916.0|1227.0|*1/H|True|8
53|Joe Tinker|25.0|20.0|15.0|53.2|32.9|43.1|55.4|1806.0|6441.0|774.0|1690.0|31.0|785.0|336.0|416.0|0.262|0.308|0.353|0.661|96.0||||||||| |||||*65/H49|False|6
54|Smoky Joe Wood|68.0|39.0|14.0|40.1|34.4|37.3|61.4|697.0|1952.0|266.0|553.0|23.0|325.0|23.0|208.0|0.283|0.357|0.411|0.768|110.0|117.0|57.0|2.03|146.0|1.087|225.0|158.0|10.0|1434.1|1138.0|10.0|421.0|989.0|917H/843|False|9
55|Joe McGinnity|164.0|50.0|10.0|59.0|54.1|56.6|61.4|477.0|1297.0|109.0|251.0|0.0|90.0|26.0|34.0|0.194|0.221|0.225|0.446|28.0|246.0|142.0|2.66|121.0|1.188|465.0|381.0|24.0|3441.1|3276.0|52.0|812.0|1068.0|*1/O9H845|False|6
56|Addie Joss|89.0|47.0|9.0|45.4|39.7|42.5|61.4|296.0|817.0|46.0|118.0|1.0|51.0|10.0|54.0|0.144|0.198|0.188|0.387|20.0|160.0|97.0|1.89|143.0|0.968|286.0|260.0|5.0|2327.0|1888.0|19.0|364.0|920.0|1/385H|False|7
57|Harry Heilmann|192.0|57.0|17.0|72.5|47.4|60.0|56.7|2147.0|7787.0|1291.0|2660.0|183.0|1543.0|113.0|856.0|0.342|0.41|0.52|0.93|148.0||||||||| |||||*9*3H8/47|True|12
58|Babe Adams|72.0|39.0|19.0|52.7|41.5|47.1|61.4|482.0|1019.0|79.0|216.0|3.0|75.0|1.0|53.0|0.212|0.252|0.281|0.532|50.0|194.0|140.0|2.76|118.0|1.092|482.0|354.0|16.0|2995.1|2841.0|67.0|430.0|1036.0|*1|False|15
59|Hugh Duffy|155.0|55.0|17.0|43.1|30.9|37.0|58.1|1737.0|7044.0|1554.0|2293.0|106.0|1302.0|574.0|664.0|0.326|0.386|0.451|0.837|123.0||||||||| |||||*O8/674H5932|False|5
60|Jimmy Archer|0.0|1.0|12.0|10.3|9.9|10.1|44.2|847.0|2646.0|247.0|660.0|16.0|299.0|36.0|124.0|0.249|0.288|0.333|0.621|80.0||||||||| |||||*23H/457|False|3
61|Max Carey|79.0|36.0|20.0|55.3|33.5|44.4|58.1|2476.0|9363.0|1545.0|2665.0|70.0|802.0|738.0|1040.0|0.285|0.361|0.386|0.747|108.0||||||||| |||||*8*79H|False|14
62|Mike Donlin|65.0|32.0|12.0|29.0|26.5|27.8|58.1|1049.0|3854.0|669.0|1282.0|51.0|543.0|213.0|312.0|0.333|0.386|0.468|0.854|144.0|0.0|1.0|7.16|57.0|1.837|4.0|1.0|0.0|16.1|16.0|1.0|14.0|6.0|*O7893H/16|False|4
63|Harry Hooper|36.0|34.0|17.0|53.5|30.1|41.8|56.7|2309.0|8785.0|1429.0|2466.0|75.0|816.0|375.0|1136.0|0.281|0.368|0.387|0.755|114.0|0.0|0.0|0.0||1.5|1.0|0.0|0.0|2.0|2.0|0.0|1.0|0.0|*97H/81|False|6
64|Bill Carrigan|6.0|2.0|10.0|13.2|13.2|13.2|44.2|709.0|1970.0|194.0|506.0|6.0|235.0|37.0|206.0|0.257|0.334|0.314|0.648|94.0||||||||| |||||*2H/3|False|4
65|Miller Huggins|12.0|25.0|13.0|35.4|25.4|30.4|57.1|1586.0|5558.0|948.0|1474.0|9.0|318.0|324.0|1003.0|0.265|0.382|0.314|0.696|107.0||||||||| |||||*4H/5|False|8
66|Wilbert Robinson|25.0|24.0|17.0|6.7|7.9|7.3|44.2|1371.0|5075.0|637.0|1388.0|18.0|722.0|196.0|286.0|0.273|0.316|0.346|0.662|83.0||||||||| |||||*23/OH|False|5
67|Fred Tenney|37.0|25.0|17.0|44.0|28.7|36.4|53.8|1994.0|7595.0|1278.0|2231.0|22.0|688.0|285.0|874.0|0.294|0.371|0.358|0.73|110.0|0.0|0.0|4.5|86.0|3.0|1.0|0.0|0.0|2.0|5.0|0.0|1.0|0.0|*3O2/H981|False|5
68|Zack Wheat|99.0|48.0|19.0|60.5|34.8|47.7|53.4|2410.0|9106.0|1289.0|2884.0|132.0|1248.0|205.0|650.0|0.317|0.367|0.45|0.817|129.0||||||||| |||||*7H/89|False|16
69|Earle Combs|103.0|37.0|12.0|44.7|35.9|40.3|58.1|1455.0|5746.0|1186.0|1866.0|58.0|633.0|98.0|670.0|0.325|0.397|0.462|0.859|125.0||||||||| |||||*87H9|False|14
70|Clark Griffith|91.0|39.0|21.0|63.8|49.3|56.5|61.4|485.0|1380.0|202.0|321.0|8.0|166.0|22.0|166.0|0.233|0.318|0.31|0.628|70.0|237.0|146.0|3.31|121.0|1.313|453.0|372.0|8.0|3385.2|3670.0|76.0|774.0|955.0|*1/OH6793458|False|6
71|Hughie Jennings|88.0|35.0|18.0|42.3|39.0|40.7|55.4|1284.0|4895.0|992.0|1526.0|18.0|840.0|359.0|347.0|0.312|0.391|0.406|0.797|118.0||||||||| |||||*6*34/OH597|False|5
72|Nick Altrock|31.0|18.0|19.0|9.2|11.1|10.1|61.4|230.0|550.0|52.0|97.0|2.0|27.0|5.0|29.0|0.176|0.232|0.207|0.439|40.0|83.0|75.0|2.67|96.0|1.141|218.0|161.0|7.0|1514.0|1455.0|16.0|272.0|425.0|1/3H97|False|8
73|Dave Bancroft|85.0|29.0|16.0|49.7|37.9|43.8|55.4|1913.0|7182.0|1048.0|2004.0|32.0|591.0|145.0|827.0|0.279|0.355|0.358|0.714|98.0||||||||| |||||*6/H457|False|15
74|George Burns|56.0|27.0|15.0|39.7|32.8|36.2|53.4|1853.0|7241.0|1188.0|2077.0|41.0|611.0|383.0|872.0|0.287|0.366|0.384|0.749|114.0||||||||| |||||*7*98/H5|False|5
75|Bill Donovan|90.0|34.0|18.0|44.9|36.8|40.8|61.4|459.0|1302.0|142.0|251.0|7.0|94.0|36.0|77.0|0.193|0.241|0.249|0.49|49.0|185.0|139.0|2.69|106.0|1.245|378.0|327.0|8.0|2964.2|2631.0|30.0|1059.0|1552.0|*1O/H374986|False|5
76|Red Faber|89.0|37.0|20.0|64.0|40.8|52.4|61.4|670.0|1269.0|98.0|170.0|3.0|71.0|7.0|169.0|0.134|0.24|0.161|0.401|10.0|254.0|213.0|3.15|119.0|1.302|669.0|483.0|27.0|4086.2|4106.0|111.0|1213.0|1471.0|*1/H|False|16
77|Duffy Lewis|17.0|12.0|11.0|21.3|21.1|21.2|53.4|1459.0|5351.0|612.0|1518.0|38.0|791.0|113.0|352.0|0.284|0.333|0.384|0.717|108.0|0.0|0.0|18.0|25.0|3.0|1.0|0.0|0.0|1.0|3.0|0.0|0.0|1.0|*7/H8951|False|9
78|Art Nehf|71.0|32.0|15.0|28.8|24.8|26.8|61.4|464.0|915.0|90.0|192.0|8.0|76.0|7.0|86.0|0.21|0.281|0.279|0.56|57.0|184.0|120.0|3.2|105.0|1.239|451.0|320.0|14.0|2707.2|2715.0|107.0|640.0|844.0|*1/H987|False|11
79|Roger Peckinpaugh|48.0|26.0|17.0|45.2|29.1|37.2|55.4|2012.0|7233.0|1006.0|1876.0|48.0|740.0|205.0|814.0|0.259|0.336|0.335|0.672|87.0||||||||| |||||*6H/3|False|9
80|Marty Bergen|10.0|3.0|4.0|0.9|0.9|0.9|44.2|344.0|1278.0|180.0|339.0|10.0|176.0|24.0|52.0|0.265|0.299|0.347|0.646|72.0||||||||| |||||*2/3O|False|3
81|Ping Bodie|0.0|10.0|9.0|14.8|15.8|15.3|58.1|1050.0|3670.0|393.0|1011.0|43.0|514.0|83.0|312.0|0.275|0.335|0.396|0.731|110.0||||||||| |||||*879H/43|False|2
82|Jack Coombs|95.0|30.0|14.0|26.7|27.3|27.0|61.4|460.0|1110.0|123.0|261.0|4.0|100.0|21.0|59.0|0.235|0.278|0.295|0.573|74.0|158.0|110.0|2.78|99.0|1.239|354.0|268.0|8.0|2320.0|2034.0|38.0|841.0|1052.0|*1H9/873|False|5
83|Gavvy Cravath|50.0|23.0|11.0|33.0|30.0|31.5|56.7|1220.0|3951.0|575.0|1134.0|119.0|719.0|89.0|561.0|0.287|0.38|0.478|0.858|151.0||||||||| |||||*9H78/3|False|5
84|Jake Daubert|71.0|27.0|15.0|39.3|25.8|32.6|53.8|2014.0|7673.0|1117.0|2326.0|56.0|722.0|251.0|623.0|0.303|0.36|0.401|0.76|117.0||||||||| |||||*3/H|False|5
85|Larry Doyle|61.0|28.0|14.0|45.1|30.1|37.6|57.1|1766.0|6509.0|960.0|1887.0|74.0|794.0|298.0|625.0|0.29|0.357|0.408|0.765|125.0||||||||| |||||*4H|False|3
86|Art Fletcher|18.0|17.0|13.0|47.1|36.8|42.0|55.4|1533.0|5541.0|684.0|1534.0|32.0|676.0|160.0|203.0|0.277|0.319|0.365|0.684|100.0||||||||| |||||*654/H|False|8
87|Hank Gowdy|6.0|25.0|17.0|23.8|18.3|21.0|44.2|1050.0|2735.0|270.0|738.0|21.0|321.0|59.0|311.0|0.27|0.351|0.358|0.709|104.0||||||||| |||||*2H3|False|17
88|Hans Lobert|3.0|16.0|14.0|23.1|20.4|21.8|55.7|1317.0|4563.0|640.0|1252.0|32.0|481.0|316.0|395.0|0.274|0.337|0.366|0.703|109.0||||||||| |||||*56H/748|False|4
89|Sherry Magee|61.0|35.0|16.0|59.4|38.7|49.0|53.4|2087.0|7441.0|1112.0|2169.0|83.0|1176.0|441.0|736.0|0.291|0.364|0.427|0.79|137.0||||||||| |||||*7839H6/45|False|8
90|Ossee Schrecongost|5.0|1.0|11.0|12.3|13.1|12.7|44.2|895.0|3057.0|304.0|829.0|9.0|338.0|52.0|102.0|0.271|0.297|0.345|0.642|90.0||||||||| |||||*23H/O486|False|3
91|Everett Scott|29.0|14.0|13.0|16.5|15.9|16.2|55.4|1654.0|5837.0|552.0|1455.0|20.0|555.0|69.0|243.0|0.249|0.281|0.315|0.596|65.0||||||||| |||||*6/H54|False|14
92|Theodore Breitenstein|46.0|12.0|11.0|50.6|48.2|49.4|61.4|448.0|1350.0|174.0|291.0|4.0|126.0|30.0|150.0|0.216|0.297|0.267|0.563|50.0|160.0|170.0|4.03|110.0|1.449|380.0|342.0|3.0|2973.1|3101.0|79.0|1207.0|893.0|*1O|False|1
93|Jesse Burkett|191.0|56.0|16.0|62.8|37.2|50.0|53.4|2067.0|8426.0|1720.0|2850.0|75.0|952.0|389.0|1029.0|0.338|0.415|0.446|0.861|140.0|3.0|11.0|5.56|63.0|1.935|23.0|14.0|0.0|123.0|144.0|3.0|94.0|84.0|*O*7/1456|False|5
94|Donie Bush|38.0|34.0|16.0|39.3|33.7|36.5|55.4|1945.0|7210.0|1281.0|1804.0|9.0|445.0|406.0|1158.0|0.25|0.356|0.3|0.656|91.0||||||||| |||||*65/4H|False|6
95|Jack Chesbro|101.0|40.0|11.0|42.7|41.1|41.9|61.4|393.0|1103.0|85.0|217.0|5.0|82.0|5.0|25.0|0.197|0.216|0.267|0.483|44.0|198.0|132.0|2.68|110.0|1.152|392.0|332.0|5.0|2896.2|2647.0|39.0|690.0|1265.0|*1/3OH|False|4
96|Bill Cissell|4.0|4.0|9.0|2.7|4.6|3.7|57.1|956.0|3707.0|516.0|990.0|29.0|423.0|113.0|212.0|0.267|0.308|0.36|0.669|73.0||||||||| |||||*4*65/H|False|1
97|Shano Collins|3.0|9.0|16.0|11.2|13.8|12.5|56.7|1799.0|6390.0|747.0|1687.0|22.0|708.0|226.0|331.0|0.264|0.306|0.364|0.671|90.0||||||||| |||||*9*38H7/4|False|1
98|Red Dooin|0.0|20.0|15.0|5.2|8.8|7.0|44.2|1290.0|4004.0|333.0|961.0|10.0|344.0|133.0|155.0|0.24|0.272|0.298|0.57|72.0||||||||| |||||*2H/738954|False|2
99|Joe Dugan|22.0|13.0|14.0|9.9|11.0|10.5|55.7|1447.0|5410.0|665.0|1516.0|42.0|567.0|37.0|250.0|0.28|0.317|0.372|0.689|82.0||||||||| |||||*564H/7|False|7
100|Cy Falkenberg|41.0|20.0|12.0|20.0|22.6|21.3|61.4|332.0|771.0|49.0|117.0|1.0|47.0|7.0|39.0|0.152|0.197|0.18|0.377|14.0|130.0|123.0|2.68|107.0|1.222|330.0|266.0|8.0|2275.0|2090.0|23.0|690.0|1164.0|*1/H|False|1
101|Kid Gleason|11.0|17.0|22.0|41.8|39.0|40.4|61.4|1968.0|7459.0|1022.0|1946.0|15.0|824.0|329.0|501.0|0.261|0.311|0.318|0.628|78.0|138.0|131.0|3.79|104.0|1.447|299.0|266.0|6.0|2389.1|2552.0|76.0|906.0|744.0|*41O/6538H7|False|4
