|player|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary|is_in_hof|years_on_ballot
944|Terry Steinbach|47.0|25.0|14.0|28.0|21.6|24.8|44.2|1546.0|5369.0|638.0|1453.0|162.0|745.0|23.0|418.0|0.271|0.326|0.42|0.746|102.0||||||||| |||||*2HD3/597|False|1
945|Otis Nixon|4.0|15.0|17.0|16.6|14.6|15.6|58.1|1709.0|5115.0|878.0|1379.0|11.0|318.0|620.0|585.0|0.27|0.343|0.314|0.658|77.0||||||||| |||||*8*7*H9/D6|False|1
946|Mark Langston|64.0|23.0|16.0|50.1|41.3|45.7|61.4|49.0|92.0|5.0|14.0|0.0|5.0|0.0|2.0|0.152|0.168|0.185|0.353|-1.0|179.0|158.0|3.97|107.0|1.354|457.0|428.0|0.0|2962.2|2723.0|311.0|1289.0|2464.0|*1/HD|False|1
947|Orel Hershiser|91.0|34.0|18.0|56.0|40.1|48.1|61.4|431.0|810.0|65.0|163.0|0.0|50.0|8.0|27.0|0.201|0.23|0.242|0.472|31.0|204.0|150.0|3.48|112.0|1.261|510.0|466.0|5.0|3130.1|2939.0|235.0|1007.0|2014.0|*1/H|False|2
948|Albert Belle|135.0|36.0|12.0|40.1|36.0|38.1|53.4|1539.0|5853.0|974.0|1726.0|381.0|1239.0|88.0|683.0|0.295|0.369|0.564|0.933|144.0||||||||| |||||*79D/H|False|2
949|Will Clark|84.0|42.0|15.0|56.5|36.1|46.3|53.8|1976.0|7173.0|1186.0|2176.0|284.0|1205.0|67.0|937.0|0.303|0.384|0.497|0.88|137.0||||||||| |||||*3HD|False|1
950|Dwight Gooden|89.0|40.0|16.0|53.0|39.0|46.0|61.4|318.0|741.0|60.0|145.0|8.0|67.0|1.0|14.0|0.196|0.212|0.262|0.474|32.0|194.0|112.0|3.51|111.0|1.256|430.0|410.0|3.0|2800.2|2564.0|210.0|954.0|2293.0|*1/H|False|1
951|Ozzie Guillen|31.0|17.0|16.0|21.0|19.4|20.2|55.4|1993.0|6686.0|773.0|1764.0|28.0|619.0|169.0|239.0|0.264|0.287|0.338|0.626|69.0||||||||| |||||*6H/534D7|False|1
952|Hal Morris|23.0|18.0|13.0|13.4|13.5|13.4|53.8|1246.0|3998.0|535.0|1216.0|76.0|513.0|45.0|356.0|0.304|0.361|0.433|0.794|111.0||||||||| |||||*3H7D/9|False|1
953|John Wetteland|80.0|18.0|12.0|19.2|16.9|18.1|32.5|273.0|42.0|4.0|7.0|1.0|8.0|0.0|0.0|0.167|0.167|0.286|0.452|24.0|48.0|45.0|2.93|148.0|1.135|618.0|17.0|330.0|765.0|616.0|73.0|252.0|804.0|*1|False|1
954|Gary Gaetti|52.0|30.0|20.0|42.1|25.3|33.7|55.7|2507.0|8951.0|1130.0|2280.0|360.0|1341.0|96.0|634.0|0.255|0.308|0.434|0.741|97.0|0.0|0.0|7.71|90.0|2.571|3.0|0.0|0.0|2.1|5.0|1.0|1.0|1.0|*53HD/67149|False|1
955|Rick Aguilera|84.0|12.0|16.0|21.8|15.7|18.8|32.5|221.0|139.0|12.0|28.0|3.0|11.0|0.0|6.0|0.201|0.234|0.288|0.522|45.0|86.0|81.0|3.57|118.0|1.227|732.0|89.0|318.0|1291.1|1233.0|138.0|351.0|1030.0|*1/H|False|1
956|Doug Jones|71.0|11.0|16.0|21.4|19.0|20.2|32.5|285.0|7.0|0.0|1.0|0.0|0.0|0.0|1.0|0.143|0.25|0.143|0.393|12.0|69.0|79.0|3.3|129.0|1.243|846.0|4.0|303.0|1128.1|1155.0|86.0|247.0|909.0|*1|False|1
957|Gregg Jefferies|19.0|17.0|14.0|19.4|16.2|17.8|53.8|1465.0|5520.0|761.0|1593.0|126.0|663.0|196.0|472.0|0.289|0.344|0.421|0.765|107.0||||||||| |||||*3*7*45HD|False|1
958|Walt Weiss|29.0|20.0|14.0|16.5|16.1|16.3|55.4|1495.0|4686.0|623.0|1207.0|25.0|386.0|96.0|658.0|0.258|0.351|0.326|0.677|78.0||||||||| |||||*6H/D|False|1
959|Alex Fernandez|12.0|13.0|10.0|28.5|26.9|27.7|61.4|64.0|126.0|7.0|22.0|3.0|14.0|0.0|9.0|0.175|0.228|0.31|0.537|41.0|107.0|87.0|3.74|115.0|1.275|263.0|261.0|0.0|1760.1|1693.0|190.0|552.0|1252.0|1/H|False|1
960|Gary Disarcina|4.0|15.0|12.0|11.2|11.6|11.4|55.4|1086.0|3744.0|444.0|966.0|28.0|355.0|47.0|154.0|0.258|0.292|0.341|0.633|66.0||||||||| |||||*6/H45|False|1
961|Cal Ripken Jr.|236.0|58.0|21.0|95.9|56.3|76.1|55.4|3001.0|11551.0|1647.0|3184.0|431.0|1695.0|36.0|1129.0|0.276|0.34|0.447|0.788|112.0||||||||| |||||*6*5/DH|True|1
962|Tony Gwynn|279.0|54.0|20.0|69.2|41.3|55.2|56.7|2440.0|9288.0|1383.0|3141.0|135.0|1138.0|319.0|790.0|0.338|0.388|0.459|0.847|132.0||||||||| |||||*98H7/D|True|1
963|Mark McGwire|170.0|42.0|16.0|62.1|41.9|52.0|53.8|1874.0|6187.0|1167.0|1626.0|583.0|1414.0|12.0|1317.0|0.263|0.394|0.588|0.982|163.0||||||||| |||||*3HD/59|False|10
964|Harold Baines|67.0|44.0|22.0|38.8|21.4|30.1|56.7|2830.0|9908.0|1299.0|2866.0|384.0|1628.0|34.0|1062.0|0.289|0.356|0.465|0.82|121.0||||||||| |||||*D*9H8/7|False|5
965|Paul O'Neill|71.0|37.0|17.0|38.9|27.4|33.2|56.7|2053.0|7318.0|1041.0|2105.0|281.0|1269.0|141.0|892.0|0.288|0.363|0.47|0.833|120.0|0.0|0.0|13.5|37.0|3.0|1.0|0.0|0.0|2.0|2.0|1.0|4.0|2.0|*9H7/3D81|False|1
966|Bret Saberhagen|71.0|32.0|16.0|58.9|43.1|51.0|61.4|94.0|190.0|13.0|23.0|0.0|1.0|0.0|13.0|0.121|0.177|0.142|0.319|-13.0|167.0|117.0|3.34|126.0|1.141|399.0|371.0|1.0|2562.2|2452.0|218.0|471.0|1715.0|*1/H|False|1
967|Jose Canseco|103.0|39.0|17.0|42.5|29.7|36.1|56.7|1887.0|7057.0|1186.0|1877.0|462.0|1407.0|200.0|906.0|0.266|0.353|0.515|0.867|132.0|0.0|0.0|27.0|21.0|5.0|1.0|0.0|0.0|1.0|2.0|0.0|3.0|0.0|*D*9*7H/81|False|1
968|Tony Fernandez|75.0|32.0|17.0|45.3|30.5|37.9|55.4|2158.0|7911.0|1057.0|2276.0|94.0|844.0|246.0|690.0|0.288|0.347|0.399|0.746|101.0||||||||| |||||*6*54H/D|False|1
969|Eric Davis|25.0|27.0|17.0|36.1|30.0|33.1|58.1|1626.0|5321.0|938.0|1430.0|282.0|934.0|349.0|740.0|0.269|0.359|0.482|0.841|125.0||||||||| |||||*8*7*9HD/3|False|1
970|Dante Bichette|82.0|31.0|14.0|5.7|8.1|6.9|56.7|1704.0|6381.0|934.0|1906.0|274.0|1141.0|152.0|355.0|0.299|0.336|0.499|0.835|107.0||||||||| |||||*9*7HD8/5|False|1
971|Ken Caminiti|38.0|25.0|15.0|33.4|29.8|31.6|55.7|1760.0|6288.0|894.0|1710.0|239.0|983.0|88.0|727.0|0.272|0.347|0.447|0.794|116.0||||||||| |||||*5H3/D|False|1
972|Bobby Bonilla|65.0|32.0|16.0|30.2|27.4|28.8|55.7|2113.0|7213.0|1084.0|2010.0|287.0|1173.0|45.0|912.0|0.279|0.358|0.472|0.829|124.0|0.0|0.0|18.0|33.0|4.0|1.0|0.0|0.0|1.0|3.0|1.0|1.0|0.0|*5*97H3D/81|False|1
973|Jay Buhner|35.0|26.0|15.0|23.0|19.1|21.0|56.7|1472.0|5013.0|797.0|1273.0|310.0|965.0|6.0|792.0|0.254|0.359|0.494|0.852|124.0||||||||| |||||*9HD8/73|False|1
974|Wally Joyner|28.0|25.0|16.0|35.8|23.6|29.7|53.8|2033.0|7127.0|973.0|2060.0|204.0|1106.0|60.0|833.0|0.289|0.362|0.44|0.802|117.0||||||||| |||||*3HD|False|1
975|Scott Brosius|19.0|12.0|11.0|15.7|15.9|15.8|55.7|1146.0|3889.0|544.0|1001.0|141.0|531.0|57.0|348.0|0.257|0.323|0.422|0.744|94.0||||||||| |||||*5983H67/4D|False|1
976|Devon White|39.0|21.0|17.0|47.3|35.5|41.4|58.1|1941.0|7344.0|1125.0|1934.0|208.0|846.0|346.0|541.0|0.263|0.319|0.419|0.739|98.0||||||||| |||||*89H7/D|False|1
977|Bobby Witt|7.0|11.0|16.0|14.6|15.6|15.1|61.4|62.0|64.0|2.0|9.0|1.0|5.0|0.0|2.0|0.141|0.164|0.234|0.399|2.0|142.0|157.0|4.83|91.0|1.569|430.0|397.0|0.0|2465.0|2493.0|252.0|1375.0|1955.0|*1/H|False|1
978|Tim Raines|91.0|47.0|23.0|69.4|42.4|55.9|53.4|2502.0|8872.0|1571.0|2605.0|170.0|980.0|808.0|1330.0|0.294|0.385|0.425|0.81|123.0||||||||| |||||*7H8D4/9|True|10
979|Robb Nen|79.0|15.0|10.0|15.0|14.9|14.9|32.5|611.0|15.0|0.0|1.0|0.0|0.0|0.0|0.0|0.067|0.067|0.067|0.133|-64.0|45.0|42.0|2.98|139.0|1.213|643.0|4.0|314.0|715.0|607.0|51.0|260.0|793.0|*1|False|1
980|Travis Fryman|36.0|26.0|13.0|34.4|28.4|31.4|55.7|1698.0|6481.0|895.0|1776.0|223.0|1022.0|72.0|602.0|0.274|0.336|0.443|0.779|104.0||||||||| |||||*5*6/HD3|False|1
981|Rod Beck|58.0|13.0|13.0|11.3|11.2|11.3|32.5|579.0|19.0|0.0|4.0|0.0|1.0|0.0|0.0|0.211|0.211|0.211|0.421|16.0|38.0|45.0|3.3|124.0|1.164|704.0|0.0|286.0|768.0|703.0|97.0|191.0|644.0|*1|False|1
982|Chuck Knoblauch|68.0|33.0|12.0|44.6|38.6|41.6|57.1|1632.0|6366.0|1132.0|1839.0|98.0|615.0|407.0|804.0|0.289|0.378|0.406|0.783|106.0||||||||| |||||*47D/H68|False|1
983|David Justice|43.0|29.0|14.0|40.6|29.5|35.0|56.7|1610.0|5625.0|929.0|1571.0|305.0|1017.0|53.0|903.0|0.279|0.378|0.5|0.878|129.0||||||||| |||||*9*D*73H/8|False|1
984|Chuck Finley|54.0|27.0|17.0|57.9|39.5|48.7|61.4|27.0|53.0|3.0|3.0|0.0|1.0|0.0|0.0|0.057|0.057|0.075|0.132|-66.0|200.0|173.0|3.85|115.0|1.376|524.0|467.0|0.0|3197.1|3069.0|304.0|1332.0|2610.0|*1|False|1
985|Shawon Dunston|14.0|18.0|18.0|11.5|11.0|11.3|55.4|1814.0|5927.0|736.0|1597.0|150.0|668.0|212.0|203.0|0.269|0.296|0.416|0.712|89.0||||||||| |||||*6H789/43D5|False|1
986|Todd Stottlemyre|15.0|13.0|14.0|22.9|20.8|21.8|61.4|127.0|242.0|23.0|50.0|1.0|11.0|1.0|28.0|0.207|0.289|0.256|0.545|44.0|138.0|121.0|4.28|100.0|1.376|372.0|339.0|1.0|2191.2|2200.0|246.0|816.0|1587.0|*1/H|False|1
987|Brady Anderson|38.0|26.0|15.0|35.0|30.2|32.6|58.1|1834.0|6499.0|1062.0|1661.0|210.0|761.0|315.0|960.0|0.256|0.362|0.425|0.787|109.0||||||||| |||||*8*7H9D|False|1
988|Rickey Henderson|181.0|53.0|25.0|111.1|57.6|84.3|53.4|3081.0|10961.0|2295.0|3055.0|297.0|1115.0|1406.0|2190.0|0.279|0.401|0.419|0.82|127.0||||||||| |||||*7*8HD/9|True|1
989|Mark Grace|61.0|38.0|16.0|46.4|29.6|38.0|53.8|2245.0|8065.0|1179.0|2445.0|173.0|1146.0|70.0|1075.0|0.303|0.383|0.442|0.825|119.0|0.0|0.0|9.0|67.0|1.0|1.0|0.0|0.0|1.0|1.0|1.0|0.0|0.0|*3H/D1|False|1
990|David Cone|103.0|39.0|17.0|62.3|43.4|52.8|61.4|193.0|412.0|28.0|64.0|0.0|22.0|0.0|16.0|0.155|0.192|0.177|0.369|6.0|194.0|126.0|3.46|121.0|1.256|450.0|419.0|1.0|2898.2|2504.0|258.0|1137.0|2668.0|*1/H|False|1
991|Matt Williams|70.0|29.0|17.0|46.6|34.0|40.3|55.7|1866.0|7000.0|997.0|1878.0|378.0|1218.0|53.0|469.0|0.268|0.317|0.489|0.805|113.0||||||||| |||||*56H/3D|False|1
992|Mo Vaughn|87.0|30.0|12.0|27.1|27.1|27.1|53.8|1512.0|5532.0|861.0|1620.0|328.0|1064.0|30.0|725.0|0.293|0.383|0.523|0.906|132.0||||||||| |||||*3DH|False|1
993|Jay Bell|31.0|30.0|18.0|37.1|31.6|34.4|55.4|2063.0|7398.0|1123.0|1963.0|195.0|860.0|91.0|853.0|0.265|0.343|0.416|0.759|101.0||||||||| |||||*6*4H5/3D|False|1
994|Jesse Orosco|49.0|13.0|24.0|23.2|17.6|20.4|32.5|571.0|59.0|3.0|10.0|0.0|4.0|0.0|8.0|0.169|0.261|0.169|0.43|23.0|87.0|80.0|3.16|126.0|1.263|1252.0|4.0|144.0|1295.1|1055.0|113.0|581.0|1179.0|*1/9|False|1
995|Dan Plesac|49.0|8.0|18.0|16.9|13.6|15.3|32.5|441.0|15.0|0.0|1.0|0.0|0.0|0.0|0.0|0.067|0.067|0.067|0.133|-65.0|65.0|71.0|3.64|117.0|1.286|1064.0|14.0|158.0|1072.0|977.0|105.0|402.0|1041.0|*1|False|1
996|Ron Gant|44.0|26.0|16.0|34.1|26.5|30.3|53.4|1832.0|6449.0|1080.0|1651.0|321.0|1008.0|243.0|770.0|0.256|0.336|0.468|0.803|112.0||||||||| |||||*78H45D/9|False|1
997|Greg Vaughn|51.0|25.0|15.0|30.9|27.5|29.2|53.4|1731.0|6103.0|1017.0|1475.0|355.0|1072.0|121.0|865.0|0.242|0.337|0.47|0.807|113.0||||||||| |||||*7*DH/89|False|1
998|Roberto Alomar|194.0|57.0|17.0|67.0|42.9|55.0|57.1|2379.0|9073.0|1508.0|2724.0|210.0|1134.0|474.0|1032.0|0.3|0.371|0.443|0.814|116.0||||||||| |||||*4H/D6|True|2
999|Barry Larkin|121.0|47.0|19.0|70.5|43.3|56.9|55.4|2180.0|7937.0|1329.0|2340.0|198.0|960.0|379.0|939.0|0.295|0.371|0.444|0.815|116.0||||||||| |||||*6H/4D|True|3
1000|Edgar Martinez|132.0|50.0|18.0|68.4|43.7|56.0|55.7|2055.0|7213.0|1219.0|2247.0|309.0|1261.0|49.0|1283.0|0.312|0.418|0.515|0.933|147.0||||||||| |||||*D*5H/3|True|10
1001|Fred McGriff|100.0|48.0|19.0|52.6|36.0|44.3|53.8|2460.0|8757.0|1349.0|2490.0|493.0|1550.0|72.0|1305.0|0.284|0.377|0.509|0.886|134.0||||||||| |||||*3DH|False|10
1002|Andres Galarraga|114.0|35.0|19.0|31.7|26.4|29.1|53.8|2257.0|8096.0|1195.0|2333.0|399.0|1425.0|128.0|583.0|0.288|0.347|0.499|0.846|119.0||||||||| |||||*3HD/5|False|1
1003|Robin Ventura|34.0|31.0|16.0|56.1|38.7|47.4|55.7|2079.0|7064.0|1006.0|1885.0|294.0|1182.0|24.0|1075.0|0.267|0.362|0.444|0.806|114.0|0.0|0.0|0.0||1.0|1.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|*53H/D416|False|1
1004|Eric Karros|30.0|17.0|14.0|10.4|13.6|12.0|53.8|1755.0|6441.0|797.0|1724.0|284.0|1027.0|59.0|552.0|0.268|0.325|0.454|0.779|107.0||||||||| |||||*3H/D|False|1
1005|Ellis Burks|52.0|42.0|18.0|49.8|32.0|40.9|58.1|2000.0|7232.0|1253.0|2107.0|352.0|1206.0|181.0|793.0|0.291|0.363|0.51|0.874|126.0||||||||| |||||*8*9*D7H|False|1
1006|Kevin Appier|32.0|24.0|16.0|54.5|43.1|48.8|61.4|41.0|83.0|4.0|8.0|0.0|4.0|0.0|1.0|0.096|0.118|0.096|0.214|-42.0|169.0|137.0|3.74|121.0|1.294|414.0|402.0|0.0|2595.1|2425.0|232.0|933.0|1994.0|*1|False|1
1007|David Segui|15.0|16.0|15.0|10.4|13.7|12.1|53.8|1456.0|4847.0|683.0|1412.0|139.0|684.0|17.0|524.0|0.291|0.359|0.443|0.802|110.0||||||||| |||||*3DH7/9|False|1
1008|Pat Hentgen|37.0|12.0|14.0|32.6|30.6|31.6|61.4|42.0|84.0|4.0|9.0|0.0|0.0|0.0|4.0|0.107|0.148|0.107|0.255|-33.0|131.0|112.0|4.32|108.0|1.391|344.0|306.0|1.0|2075.1|2111.0|269.0|775.0|1290.0|*1|False|1
1009|Shane Reynolds|18.0|12.0|13.0|17.8|19.3|18.6|61.4|296.0|546.0|34.0|77.0|5.0|43.0|0.0|14.0|0.141|0.165|0.196|0.361|-5.0|114.0|96.0|4.09|103.0|1.314|305.0|278.0|0.0|1791.2|1935.0|191.0|419.0|1403.0|*1/H|False|1
1010|Ray Lankford|23.0|26.0|14.0|38.2|31.4|34.8|58.1|1701.0|5747.0|968.0|1561.0|238.0|874.0|258.0|828.0|0.272|0.364|0.477|0.84|123.0||||||||| |||||*8*7H/D9|False|1
1011|Michael Jackson|47.0|11.0|17.0|18.8|13.7|16.3|32.5|374.0|28.0|3.0|5.0|0.0|1.0|0.0|1.0|0.179|0.207|0.25|0.457|21.0|62.0|67.0|3.42|126.0|1.218|1005.0|7.0|142.0|1188.1|983.0|127.0|464.0|1006.0|*1|False|1
1012|Todd Zeile|14.0|27.0|16.0|19.4|15.0|17.2|55.7|2158.0|7573.0|986.0|2004.0|253.0|1110.0|53.0|945.0|0.265|0.346|0.423|0.769|104.0|0.0|0.0|22.5|27.0|3.5|2.0|0.0|0.0|2.0|5.0|0.0|2.0|1.0|*5*32H/D71|False|1
1013|Jeff Bagwell|150.0|59.0|15.0|79.9|48.4|64.2|53.8|2150.0|7797.0|1517.0|2314.0|449.0|1529.0|202.0|1401.0|0.297|0.408|0.54|0.948|149.0||||||||| |||||*3H/D9|True|7
1014|Larry Walker|148.0|58.0|17.0|72.7|44.7|58.7|56.7|1988.0|6907.0|1355.0|2160.0|383.0|1311.0|230.0|913.0|0.313|0.4|0.565|0.965|141.0||||||||| |||||*9H387/D45|True|10
1015|Rafael Palmeiro|178.0|57.0|20.0|71.9|38.9|55.4|53.8|2831.0|10472.0|1663.0|3020.0|569.0|1835.0|97.0|1353.0|0.288|0.371|0.515|0.885|132.0||||||||| |||||*3*D7H/98|False|4
1016|Juan Gonzalez|123.0|40.0|17.0|38.7|29.2|33.9|56.7|1689.0|6556.0|1061.0|1936.0|434.0|1404.0|26.0|457.0|0.295|0.343|0.561|0.904|132.0||||||||| |||||*9*D*78/H|False|2
1017|John Franco|109.0|11.0|21.0|23.4|15.3|19.3|32.5|1095.0|34.0|2.0|3.0|0.0|1.0|0.0|0.0|0.088|0.088|0.088|0.176|-52.0|90.0|87.0|2.89|138.0|1.333|1119.0|0.0|424.0|1245.2|1166.0|81.0|495.0|975.0|*1|False|1
1018|Kevin Brown|93.0|41.0|19.0|67.8|45.2|56.5|61.4|235.0|495.0|20.0|64.0|2.0|29.0|0.0|19.0|0.129|0.169|0.162|0.331|-11.0|211.0|144.0|3.28|127.0|1.222|486.0|476.0|0.0|3256.1|3079.0|208.0|901.0|2397.0|*1/H|False|1
1019|Tino Martinez|41.0|26.0|16.0|29.0|21.8|25.4|53.8|2023.0|7111.0|1009.0|1925.0|339.0|1271.0|27.0|780.0|0.271|0.344|0.471|0.815|112.0||||||||| |||||*3DH|False|1
1020|Al Leiter|42.0|21.0|19.0|40.0|32.5|36.3|61.4|271.0|530.0|15.0|45.0|0.0|16.0|0.0|35.0|0.085|0.142|0.102|0.243|-34.0|162.0|132.0|3.8|112.0|1.386|419.0|382.0|2.0|2391.0|2152.0|198.0|1163.0|1974.0|*1|False|1
1021|John Olerud|68.0|39.0|17.0|58.2|39.0|48.6|53.8|2234.0|7592.0|1139.0|2239.0|255.0|1230.0|11.0|1275.0|0.295|0.398|0.465|0.863|129.0||||||||| |||||*3DH|False|1
1022|Marquis Grissom|48.0|26.0|17.0|29.6|27.5|28.6|58.1|2165.0|8275.0|1187.0|2251.0|227.0|967.0|429.0|553.0|0.272|0.318|0.415|0.732|92.0||||||||| |||||*8H79/D|False|1
1023|B.J. Surhoff|30.0|27.0|19.0|34.4|22.4|28.4|53.4|2313.0|8258.0|1062.0|2326.0|188.0|1153.0|141.0|640.0|0.282|0.332|0.413|0.745|98.0||||||||| |||||*7*2*53HD9/846|False|1
1024|Benito Santiago|94.0|30.0|20.0|27.4|18.6|23.0|44.2|1978.0|6951.0|755.0|1830.0|217.0|920.0|91.0|430.0|0.263|0.307|0.415|0.722|93.0||||||||| |||||*2H/37D|False|1
1025|Bret Boone|63.0|27.0|14.0|22.8|25.2|24.0|57.1|1780.0|6683.0|927.0|1775.0|252.0|1021.0|94.0|552.0|0.266|0.325|0.442|0.767|101.0||||||||| |||||*4/H5D|False|1
1026|Raul Mondesí|21.0|20.0|13.0|29.5|25.5|27.5|56.7|1525.0|5814.0|909.0|1589.0|271.0|860.0|229.0|475.0|0.273|0.331|0.485|0.815|113.0||||||||| |||||*987/HD|False|1
1027|Charles Johnson|25.0|28.0|12.0|22.6|20.4|21.5|44.2|1188.0|3836.0|465.0|940.0|167.0|570.0|6.0|475.0|0.245|0.33|0.433|0.762|97.0||||||||| |||||*2H/D|False|1
1028|Bobby Higginson|19.0|19.0|11.0|23.1|21.5|22.3|53.4|1362.0|4910.0|736.0|1336.0|187.0|709.0|91.0|649.0|0.272|0.358|0.455|0.813|113.0||||||||| |||||*7*9DH/8|False|1
1029|Lenny Harris|8.0|9.0|18.0|1.7|7.1|4.4|55.7|1903.0|3924.0|460.0|1055.0|37.0|369.0|131.0|279.0|0.269|0.318|0.349|0.667|80.0|0.0|0.0|0.0||0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|*H*5*49736/D81|False|1
1030|Kirk Rueter|11.0|14.0|13.0|16.3|14.7|15.5|61.4|336.0|622.0|44.0|95.0|0.0|40.0|1.0|27.0|0.153|0.187|0.167|0.354|-6.0|130.0|92.0|4.27|97.0|1.394|340.0|336.0|0.0|1918.0|2092.0|220.0|582.0|818.0|*1/H|False|1
1031|Carlos Baerga|45.0|19.0|14.0|19.6|22.0|20.8|57.1|1630.0|5439.0|731.0|1583.0|134.0|774.0|59.0|291.0|0.291|0.332|0.423|0.754|100.0||||||||| |||||*4*H53D6|False|1
1032|Bernie Williams|134.0|48.0|16.0|49.6|37.6|43.6|58.1|2076.0|7869.0|1366.0|2336.0|287.0|1257.0|147.0|1069.0|0.297|0.381|0.477|0.858|125.0||||||||| |||||*8D9H/7|False|2
1033|Vinny Castilla|69.0|25.0|16.0|19.3|20.8|20.1|55.7|1854.0|6822.0|902.0|1884.0|320.0|1105.0|33.0|423.0|0.276|0.321|0.476|0.797|95.0||||||||| |||||*56H/43|False|1
1034|Tim Salmon|34.0|32.0|14.0|40.5|31.6|36.1|56.7|1672.0|5934.0|986.0|1674.0|299.0|1016.0|48.0|970.0|0.282|0.385|0.498|0.884|128.0||||||||| |||||*9*DH/78|False|1
1035|Bill Mueller|16.0|23.0|11.0|23.9|19.7|21.8|55.7|1216.0|4223.0|663.0|1229.0|85.0|493.0|20.0|543.0|0.291|0.373|0.425|0.797|109.0||||||||| |||||*5H4/D6|False|1
1036|Brad Radke|13.0|15.0|12.0|45.3|36.2|40.8|61.4|14.0|29.0|0.0|3.0|0.0|0.0|0.0|0.0|0.103|0.103|0.103|0.207|-46.0|148.0|139.0|4.22|113.0|1.26|378.0|377.0|0.0|2451.0|2643.0|326.0|445.0|1467.0|*1|False|1
1037|Javy Lopez|67.0|35.0|15.0|29.7|24.9|27.3|44.2|1503.0|5319.0|674.0|1527.0|260.0|864.0|8.0|357.0|0.287|0.337|0.491|0.828|112.0||||||||| |||||*2DH/3|False|1
1038|Eric Young Sr.|19.0|25.0|15.0|18.8|16.8|17.8|57.1|1730.0|6119.0|996.0|1731.0|79.0|543.0|465.0|660.0|0.283|0.359|0.39|0.749|92.0||||||||| |||||*47H/D8695|False|1
1039|Tony Womack|27.0|17.0|13.0|2.5|7.2|4.9|57.1|1303.0|4963.0|739.0|1353.0|36.0|368.0|363.0|308.0|0.273|0.317|0.356|0.673|72.0||||||||| |||||*4*69H87/D|False|1
1040|Terry Mulholland|14.0|9.0|20.0|11.1|14.4|12.8|32.5|504.0|619.0|26.0|69.0|2.0|23.0|1.0|13.0|0.111|0.131|0.145|0.276|-25.0|124.0|142.0|4.41|93.0|1.364|685.0|332.0|5.0|2575.2|2833.0|293.0|681.0|1325.0|*1/H|False|1
1041|Ruben Sierra|58.0|28.0|20.0|16.8|20.6|18.7|56.7|2186.0|8044.0|1084.0|2152.0|306.0|1322.0|142.0|610.0|0.268|0.315|0.45|0.765|105.0||||||||| |||||*9*D7H8|False|1
1042|Phil Nevin|23.0|19.0|12.0|15.9|19.1|17.5|55.7|1217.0|4188.0|584.0|1131.0|208.0|743.0|18.0|449.0|0.27|0.343|0.472|0.814|114.0||||||||| |||||*5*3D27H9|False|1
1043|Brian Jordan|24.0|17.0|15.0|32.9|30.5|31.7|56.7|1456.0|5160.0|755.0|1454.0|184.0|821.0|119.0|353.0|0.282|0.333|0.455|0.788|105.0||||||||| |||||*978H/3D5|False|1
1044|Jeromy Burnitz|34.0|23.0|14.0|19.9|18.6|19.3|56.7|1694.0|5710.0|917.0|1447.0|315.0|981.0|74.0|739.0|0.253|0.345|0.481|0.826|112.0||||||||| |||||*98H7/D|False|1
1045|Craig Biggio|169.0|57.0|20.0|65.5|41.8|53.6|57.1|2850.0|10876.0|1844.0|3060.0|291.0|1175.0|414.0|1160.0|0.281|0.363|0.433|0.796|112.0||||||||| |||||*4*287H/D9|True|3
1046|Mike Piazza|207.0|62.0|16.0|59.5|43.1|51.3|44.2|1912.0|6911.0|1048.0|2127.0|427.0|1335.0|17.0|759.0|0.308|0.377|0.545|0.922|143.0||||||||| |||||*2DH3|True|4
1047|Curt Schilling|171.0|46.0|20.0|79.5|48.6|64.0|61.4|402.0|773.0|39.0|117.0|0.0|29.0|1.0|25.0|0.151|0.178|0.171|0.348|-9.0|216.0|146.0|3.46|127.0|1.137|569.0|436.0|22.0|3261.0|2998.0|347.0|711.0|3116.0|*1/H|False|10
1048|Roger Clemens|332.0|73.0|24.0|139.2|65.9|102.6|61.4|95.0|179.0|5.0|31.0|0.0|12.0|0.0|13.0|0.173|0.236|0.207|0.443|17.0|354.0|184.0|3.12|143.0|1.173|709.0|707.0|0.0|4916.2|4185.0|363.0|1580.0|4672.0|*1|False|10
1049|Barry Bonds|340.0|77.0|22.0|162.8|72.7|117.8|53.4|2986.0|9847.0|2227.0|2935.0|762.0|1996.0|514.0|2558.0|0.298|0.444|0.607|1.051|182.0||||||||| |||||*78HD/9|False|10
1050|Sammy Sosa|202.0|52.0|18.0|58.6|43.8|51.2|56.7|2354.0|8813.0|1475.0|2408.0|609.0|1667.0|234.0|929.0|0.273|0.344|0.534|0.878|128.0||||||||| |||||*98DH/7|False|10
1051|Kenny Lofton|91.0|43.0|17.0|68.4|43.4|55.9|58.1|2103.0|8120.0|1528.0|2428.0|130.0|781.0|622.0|945.0|0.299|0.372|0.423|0.794|107.0||||||||| |||||*8H7/D9|False|1
