|year|player|year_on_ballot|votes|votes_pct|hof_monitor|hof_standard|experience|WAR_career|WAR_peak7|JAWS|JAWS_pos|G|AB|R|H|HR|RBI|SB|BB|batting_avg|onbase_perc|slugging_perc|onbase_plus_slugging|onbase_plus_slugging_plus|W|L|earned_run_avg|earned_run_avg_plus|whip|G_p|GS|SV|IP|H_p|HR_p|BB_p|SO_p|pos_summary
1571|2006|Alan Trammell HOF|5th|92|17.7%|119|40|20|70.7|44.8|57.8|55.4|2293|8288|1231|2365|185|1003|236|850|.285|.352|.415|.767|110||||||||| |||||*6HD5/478
1572|2006|Dave Parker|10th|76|14.6%|125|42|19|40.1|37.4|38.8|56.7|2466|9358|1272|2712|339|1493|154|683|.290|.339|.471|.810|121||||||||| |||||*9*DH78/34
1573|2006|Dave Concepcion|13th|65|12.5%|107|29|19|40.1|29.9|35.0|55.4|2488|8723|993|2326|101|950|321|736|.267|.322|.357|.679|88|0|0|0.00||1.500|1|0|0|1.1|2|0|0|1|*6H453/81
1574|2006|Don Mattingly|6th|64|12.3%|134|34|14|42.4|35.8|39.1|53.8|1785|7003|1007|2153|222|1099|14|588|.307|.358|.471|.830|127||||||||| |||||*3D9H7/548
1575|2006|Orel Hershiser|1st|58|11.2%|91|34|18|56.0|40.1|48.1|61.4|431|810|65|163|0|50|8|27|.201|.230|.242|.472|31|204|150|3.48|112|1.261|510|466|5|3130.1|2939|235|1007|2014|*1/H
1576|2006|Dale Murphy|8th|56|10.8%|116|34|18|46.5|41.2|43.8|58.1|2180|7960|1197|2111|398|1266|161|986|.265|.346|.469|.815|121||||||||| |||||*8*9372H
1577|2006|Albert Belle|1st|40|7.7%|135|36|12|40.1|36.0|38.1|53.4|1539|5853|974|1726|381|1239|88|683|.295|.369|.564|.933|144||||||||| |||||*79D/H
1578|2006|X-Will Clark|1st|23|4.4%|84|42|15|56.5|36.1|46.3|53.8|1976|7173|1186|2176|284|1205|67|937|.303|.384|.497|.880|137||||||||| |||||*3HD
1579|2006|X-Dwight Gooden|1st|17|3.3%|89|40|16|53.0|39.0|46.0|61.4|318|741|60|145|8|67|1|14|.196|.212|.262|.474|32|194|112|3.51|111|1.256|430|410|3|2800.2|2564|210|954|2293|*1/H
1580|2006|X-Willie McGee|2nd|12|2.3%|84|23|18|34.2|28.7|31.4|58.1|2201|7649|1010|2254|79|856|352|448|.295|.333|.396|.729|100||||||||| |||||*8*9*H7/3D6
1581|2006|X-Ozzie Guillen|1st|5|1.0%|31|17|16|21.0|19.4|20.2|55.4|1993|6686|773|1764|28|619|169|239|.264|.287|.338|.626|69||||||||| |||||*6H/534D7
1582|2006|X-Hal Morris|1st|5|1.0%|23|18|13|13.4|13.5|13.4|53.8|1246|3998|535|1216|76|513|45|356|.304|.361|.433|.794|111||||||||| |||||*3H7D/9
1583|2006|X-John Wetteland|1st|4|0.8%|80|18|12|19.2|16.9|18.1|32.5|273|42|4|7|1|8|0|0|.167|.167|.286|.452|24|48|45|2.93|148|1.135|618|17|330|765.0|616|73|252|804|*1
1584|2006|X-Gary Gaetti|1st|4|0.8%|52|30|20|42.1|25.3|33.7|55.7|2507|8951|1130|2280|360|1341|96|634|.255|.308|.434|.741|97|0|0|7.71|90|2.571|3|0|0|2.1|5|1|1|1|*53HD/67149
1585|2006|X-Rick Aguilera|1st|3|0.6%|84|12|16|21.8|15.7|18.8|32.5|221|139|12|28|3|11|0|6|.201|.234|.288|.522|45|86|81|3.57|118|1.227|732|89|318|1291.1|1233|138|351|1030|*1/H
1586|2006|X-Doug Jones|1st|2|0.4%|71|11|16|21.4|19.0|20.2|32.5|285|7|0|1|0|0|0|1|.143|.250|.143|.393|12|69|79|3.30|129|1.243|846|4|303|1128.1|1155|86|247|909|*1
1587|2006|X-Gregg Jefferies|1st|2|0.4%|19|17|14|19.4|16.2|17.8|53.8|1465|5520|761|1593|126|663|196|472|.289|.344|.421|.765|107||||||||| |||||*3*7*45HD
1588|2006|X-Walt Weiss|1st|1|0.2%|29|20|14|16.5|16.1|16.3|55.4|1495|4686|623|1207|25|386|96|658|.258|.351|.326|.677|78||||||||| |||||*6H/D
1589|2006|X-Alex Fernandez|1st|0|0.0%|12|13|10|28.5|26.9|27.7|61.4|64|126|7|22|3|14|0|9|.175|.228|.310|.537|41|107|87|3.74|115|1.275|263|261|0|1760.1|1693|190|552|1252|1/H
1590|2006|X-Gary Disarcina|1st|0|0.0%|4|15|12|11.2|11.6|11.4|55.4|1086|3744|444|966|28|355|47|154|.258|.292|.341|.633|66||||||||| |||||*6/H45
1591|2007|Cal Ripken Jr.|1st|537|98.5%|236|58|21|95.9|56.3|76.1|55.4|3001|11551|1647|3184|431|1695|36|1129|.276|.340|.447|.788|112||||||||| |||||*6*5/DH
1592|2007|Tony Gwynn|1st|532|97.6%|279|54|20|69.2|41.3|55.2|56.7|2440|9288|1383|3141|135|1138|319|790|.338|.388|.459|.847|132||||||||| |||||*98H7/D
1593|2007|Rich Gossage HOF|8th|388|71.2%|109|19|22|41.1|31.7|36.4|32.5|388|85|1|9|0|2|0|4|.106|.146|.118|.264|-25|124|107|3.01|126|1.232|1002|37|310|1809.1|1497|119|732|1502|*1/DH
1594|2007|Jim Rice HOF|13th|346|63.5%|147|43|16|47.7|36.4|42.1|53.4|2089|8225|1249|2452|382|1451|58|670|.298|.352|.502|.854|128||||||||| |||||*7*D9/H8
1595|2007|Andre Dawson HOF|6th|309|56.7%|118|44|21|64.8|42.7|53.7|58.1|2627|9927|1373|2774|438|1591|314|589|.279|.323|.482|.806|119||||||||| |||||*9*8DH7
1596|2007|Bert Blyleven HOF|10th|260|47.7%|121|50|22|94.5|50.3|72.4|61.4|218|451|19|59|0|25|0|5|.131|.144|.146|.290|-19|287|250|3.31|118|1.198|692|685|0|4970.0|4632|430|1322|3701|*1/H
1597|2007|Lee Smith HOF|5th|217|39.8%|127|13|18|28.9|20.8|24.8|32.5|770|64|2|3|1|2|0|3|.047|.090|.094|.183|-50|71|92|3.03|132|1.256|1022|6|478|1289.1|1133|89|486|1251|*1
1598|2007|Jack Morris HOF|8th|202|37.1%|123|39|18|43.5|32.6|38.0|61.4|23|1|4|0|0|0|0|0|.000|.000|.000|.000|-100|254|186|3.90|105|1.296|549|527|0|3824.0|3567|389|1390|2478|*1/HD
1599|2007|Mark McGwire|1st|128|23.5%|170|42|16|62.1|41.9|52.0|53.8|1874|6187|1167|1626|583|1414|12|1317|.263|.394|.588|.982|163||||||||| |||||*3HD/59
1600|2007|Tommy John|13th|125|22.9%|112|44|26|61.6|34.6|48.1|61.4|452|900|43|141|5|54|0|33|.157|.187|.188|.375|7|288|231|3.34|111|1.283|760|700|3|4710.1|4783|302|1259|2245|*1/H
1601|2007|X-Steve Garvey|15th|115|21.1%|131|32|19|38.0|28.7|33.3|53.8|2332|8835|1143|2599|272|1308|83|479|.294|.329|.446|.775|117||||||||| |||||*35H/749
1602|2007|Dave Concepcion|14th|74|13.6%|107|29|19|40.1|29.9|35.0|55.4|2488|8723|993|2326|101|950|321|736|.267|.322|.357|.679|88|0|0|0.00||1.500|1|0|0|1.1|2|0|0|1|*6H453/81
1603|2007|Alan Trammell HOF|6th|73|13.4%|119|40|20|70.7|44.8|57.8|55.4|2293|8288|1231|2365|185|1003|236|850|.285|.352|.415|.767|110||||||||| |||||*6HD5/478
1604|2007|Dave Parker|11th|62|11.4%|125|42|19|40.1|37.4|38.8|56.7|2466|9358|1272|2712|339|1493|154|683|.290|.339|.471|.810|121||||||||| |||||*9*DH78/34
1605|2007|Don Mattingly|7th|54|9.9%|134|34|14|42.4|35.8|39.1|53.8|1785|7003|1007|2153|222|1099|14|588|.307|.358|.471|.830|127||||||||| |||||*3D9H7/548
1606|2007|Dale Murphy|9th|50|9.2%|116|34|18|46.5|41.2|43.8|58.1|2180|7960|1197|2111|398|1266|161|986|.265|.346|.469|.815|121||||||||| |||||*8*9372H
1607|2007|Harold Baines HOF|1st|29|5.3%|67|44|22|38.8|21.4|30.1|56.7|2830|9908|1299|2866|384|1628|34|1062|.289|.356|.465|.820|121||||||||| |||||*D*9H8/7
1608|2007|X-Orel Hershiser|2nd|24|4.4%|91|34|18|56.0|40.1|48.1|61.4|431|810|65|163|0|50|8|27|.201|.230|.242|.472|31|204|150|3.48|112|1.261|510|466|5|3130.1|2939|235|1007|2014|*1/H
1609|2007|X-Albert Belle|2nd|19|3.5%|135|36|12|40.1|36.0|38.1|53.4|1539|5853|974|1726|381|1239|88|683|.295|.369|.564|.933|144||||||||| |||||*79D/H
1610|2007|X-Paul O'Neill|1st|12|2.2%|71|37|17|38.9|27.4|33.2|56.7|2053|7318|1041|2105|281|1269|141|892|.288|.363|.470|.833|120|0|0|13.50|37|3.000|1|0|0|2.0|2|1|4|2|*9H7/3D81
1611|2007|X-Bret Saberhagen|1st|7|1.3%|71|32|16|58.9|43.1|51.0|61.4|94|190|13|23|0|1|0|13|.121|.177|.142|.319|-13|167|117|3.34|126|1.141|399|371|1|2562.2|2452|218|471|1715|*1/H
1612|2007|X-Jose Canseco|1st|6|1.1%|103|39|17|42.5|29.7|36.1|56.7|1887|7057|1186|1877|462|1407|200|906|.266|.353|.515|.867|132|0|0|27.00|21|5.000|1|0|0|1.0|2|0|3|0|*D*9*7H/81
1613|2007|X-Tony Fernandez|1st|4|0.7%|75|32|17|45.3|30.5|37.9|55.4|2158|7911|1057|2276|94|844|246|690|.288|.347|.399|.746|101||||||||| |||||*6*54H/D
1614|2007|X-Eric Davis|1st|3|0.6%|25|27|17|36.1|30.0|33.1|58.1|1626|5321|938|1430|282|934|349|740|.269|.359|.482|.841|125||||||||| |||||*8*7*9HD/3
1615|2007|X-Dante Bichette|1st|3|0.6%|82|31|14|5.7|8.1|6.9|56.7|1704|6381|934|1906|274|1141|152|355|.299|.336|.499|.835|107||||||||| |||||*9*7HD8/5
1616|2007|X-Ken Caminiti|1st|2|0.4%|38|25|15|33.4|29.8|31.6|55.7|1760|6288|894|1710|239|983|88|727|.272|.347|.447|.794|116||||||||| |||||*5H3/D
1617|2007|X-Bobby Bonilla|1st|2|0.4%|65|32|16|30.2|27.4|28.8|55.7|2113|7213|1084|2010|287|1173|45|912|.279|.358|.472|.829|124|0|0|18.00|33|4.000|1|0|0|1.0|3|1|1|0|*5*97H3D/81
1618|2007|X-Jay Buhner|1st|1|0.2%|35|26|15|23.0|19.1|21.0|56.7|1472|5013|797|1273|310|965|6|792|.254|.359|.494|.852|124||||||||| |||||*9HD8/73
1619|2007|X-Wally Joyner|1st|0|0.0%|28|25|16|35.8|23.6|29.7|53.8|2033|7127|973|2060|204|1106|60|833|.289|.362|.440|.802|117||||||||| |||||*3HD
1620|2007|X-Scott Brosius|1st|0|0.0%|19|12|11|15.7|15.9|15.8|55.7|1146|3889|544|1001|141|531|57|348|.257|.323|.422|.744|94||||||||| |||||*5983H67/4D
1621|2007|X-Devon White|1st|0|0.0%|39|21|17|47.3|35.5|41.4|58.1|1941|7344|1125|1934|208|846|346|541|.263|.319|.419|.739|98||||||||| |||||*89H7/D
1622|2007|X-Bobby Witt|1st|0|0.0%|7|11|16|14.6|15.6|15.1|61.4|62|64|2|9|1|5|0|2|.141|.164|.234|.399|2|142|157|4.83|91|1.569|430|397|0|2465.0|2493|252|1375|1955|*1/H
1623|2008|Rich Gossage|9th|466|85.8%|109|19|22|41.1|31.7|36.4|32.5|388|85|1|9|0|2|0|4|.106|.146|.118|.264|-25|124|107|3.01|126|1.232|1002|37|310|1809.1|1497|119|732|1502|*1/DH
1624|2008|Jim Rice HOF|14th|392|72.2%|147|43|16|47.7|36.4|42.1|53.4|2089|8225|1249|2452|382|1451|58|670|.298|.352|.502|.854|128||||||||| |||||*7*D9/H8
1625|2008|Andre Dawson HOF|7th|358|65.9%|118|44|21|64.8|42.7|53.7|58.1|2627|9927|1373|2774|438|1591|314|589|.279|.323|.482|.806|119||||||||| |||||*9*8DH7
1626|2008|Bert Blyleven HOF|11th|336|61.9%|121|50|22|94.5|50.3|72.4|61.4|218|451|19|59|0|25|0|5|.131|.144|.146|.290|-19|287|250|3.31|118|1.198|692|685|0|4970.0|4632|430|1322|3701|*1/H
1627|2008|Lee Smith HOF|6th|235|43.3%|127|13|18|28.9|20.8|24.8|32.5|770|64|2|3|1|2|0|3|.047|.090|.094|.183|-50|71|92|3.03|132|1.256|1022|6|478|1289.1|1133|89|486|1251|*1
1628|2008|Jack Morris HOF|9th|233|42.9%|123|39|18|43.5|32.6|38.0|61.4|23|1|4|0|0|0|0|0|.000|.000|.000|.000|-100|254|186|3.90|105|1.296|549|527|0|3824.0|3567|389|1390|2478|*1/HD
1629|2008|Tommy John|14th|158|29.1%|112|44|26|61.6|34.6|48.1|61.4|452|900|43|141|5|54|0|33|.157|.187|.188|.375|7|288|231|3.34|111|1.283|760|700|3|4710.1|4783|302|1259|2245|*1/H
1630|2008|Tim Raines HOF|1st|132|24.3%|91|47|23|69.4|42.4|55.9|53.4|2502|8872|1571|2605|170|980|808|1330|.294|.385|.425|.810|123||||||||| |||||*7H8D4/9
1631|2008|Mark McGwire|2nd|128|23.6%|170|42|16|62.1|41.9|52.0|53.8|1874|6187|1167|1626|583|1414|12|1317|.263|.394|.588|.982|163||||||||| |||||*3HD/59
1632|2008|Alan Trammell HOF|7th|99|18.2%|119|40|20|70.7|44.8|57.8|55.4|2293|8288|1231|2365|185|1003|236|850|.285|.352|.415|.767|110||||||||| |||||*6HD5/478
1633|2008|X-Dave Concepcion|15th|88|16.2%|107|29|19|40.1|29.9|35.0|55.4|2488|8723|993|2326|101|950|321|736|.267|.322|.357|.679|88|0|0|0.00||1.500|1|0|0|1.1|2|0|0|1|*6H453/81
1634|2008|Don Mattingly|8th|86|15.8%|134|34|14|42.4|35.8|39.1|53.8|1785|7003|1007|2153|222|1099|14|588|.307|.358|.471|.830|127||||||||| |||||*3D9H7/548
1635|2008|Dave Parker|12th|82|15.1%|125|42|19|40.1|37.4|38.8|56.7|2466|9358|1272|2712|339|1493|154|683|.290|.339|.471|.810|121||||||||| |||||*9*DH78/34
1636|2008|Dale Murphy|10th|75|13.8%|116|34|18|46.5|41.2|43.8|58.1|2180|7960|1197|2111|398|1266|161|986|.265|.346|.469|.815|121||||||||| |||||*8*9372H
1637|2008|Harold Baines HOF|2nd|28|5.2%|67|44|22|38.8|21.4|30.1|56.7|2830|9908|1299|2866|384|1628|34|1062|.289|.356|.465|.820|121||||||||| |||||*D*9H8/7
1638|2008|X-Robb Nen|1st|2|0.4%|79|15|10|15.0|14.9|14.9|32.5|611|15|0|1|0|0|0|0|.067|.067|.067|.133|-64|45|42|2.98|139|1.213|643|4|314|715.0|607|51|260|793|*1
1639|2008|X-Travis Fryman|1st|2|0.4%|36|26|13|34.4|28.4|31.4|55.7|1698|6481|895|1776|223|1022|72|602|.274|.336|.443|.779|104||||||||| |||||*5*6/HD3
1640|2008|X-Rod Beck|1st|2|0.4%|58|13|13|11.3|11.2|11.3|32.5|579|19|0|4|0|1|0|0|.211|.211|.211|.421|16|38|45|3.30|124|1.164|704|0|286|768.0|703|97|191|644|*1
1641|2008|X-Chuck Knoblauch|1st|1|0.2%|68|33|12|44.6|38.6|41.6|57.1|1632|6366|1132|1839|98|615|407|804|.289|.378|.406|.783|106||||||||| |||||*47D/H68
1642|2008|X-David Justice|1st|1|0.2%|43|29|14|40.6|29.5|35.0|56.7|1610|5625|929|1571|305|1017|53|903|.279|.378|.500|.878|129||||||||| |||||*9*D*73H/8
1643|2008|X-Chuck Finley|1st|1|0.2%|54|27|17|57.9|39.5|48.7|61.4|27|53|3|3|0|1|0|0|.057|.057|.075|.132|-66|200|173|3.85|115|1.376|524|467|0|3197.1|3069|304|1332|2610|*1
1644|2008|X-Shawon Dunston|1st|1|0.2%|14|18|18|11.5|11.0|11.3|55.4|1814|5927|736|1597|150|668|212|203|.269|.296|.416|.712|89||||||||| |||||*6H789/43D5
1645|2008|X-Todd Stottlemyre|1st|1|0.2%|15|13|14|22.9|20.8|21.8|61.4|127|242|23|50|1|11|1|28|.207|.289|.256|.545|44|138|121|4.28|100|1.376|372|339|1|2191.2|2200|246|816|1587|*1/H
1646|2008|X-Jose Rijo|2nd|0|0.0%|28|20|14|36.5|37.4|36.9|61.4|281|445|25|85|2|29|2|8|.191|.205|.234|.439|20|116|91|3.24|121|1.262|376|269|3|1880.0|1710|147|663|1606|*1/H
1647|2008|X-Brady Anderson|1st|0|0.0%|38|26|15|35.0|30.2|32.6|58.1|1834|6499|1062|1661|210|761|315|960|.256|.362|.425|.787|109||||||||| |||||*8*7H9D
1648|2009|Rickey Henderson|1st|511|94.8%|181|53|25|111.1|57.6|84.3|53.4|3081|10961|2295|3055|297|1115|1406|2190|.279|.401|.419|.820|127||||||||| |||||*7*8HD/9
1649|2009|Jim Rice|15th|412|76.4%|147|43|16|47.7|36.4|42.1|53.4|2089|8225|1249|2452|382|1451|58|670|.298|.352|.502|.854|128||||||||| |||||*7*D9/H8
1650|2009|Andre Dawson HOF|8th|361|67.0%|118|44|21|64.8|42.7|53.7|58.1|2627|9927|1373|2774|438|1591|314|589|.279|.323|.482|.806|119||||||||| |||||*9*8DH7
1651|2009|Bert Blyleven HOF|12th|338|62.7%|121|50|22|94.5|50.3|72.4|61.4|218|451|19|59|0|25|0|5|.131|.144|.146|.290|-19|287|250|3.31|118|1.198|692|685|0|4970.0|4632|430|1322|3701|*1/H
1652|2009|Lee Smith HOF|7th|240|44.5%|127|13|18|28.9|20.8|24.8|32.5|770|64|2|3|1|2|0|3|.047|.090|.094|.183|-50|71|92|3.03|132|1.256|1022|6|478|1289.1|1133|89|486|1251|*1
1653|2009|Jack Morris HOF|10th|237|44.0%|123|39|18|43.5|32.6|38.0|61.4|23|1|4|0|0|0|0|0|.000|.000|.000|.000|-100|254|186|3.90|105|1.296|549|527|0|3824.0|3567|389|1390|2478|*1/HD
1654|2009|X-Tommy John|15th|171|31.7%|112|44|26|61.6|34.6|48.1|61.4|452|900|43|141|5|54|0|33|.157|.187|.188|.375|7|288|231|3.34|111|1.283|760|700|3|4710.1|4783|302|1259|2245|*1/H
1655|2009|Tim Raines HOF|2nd|122|22.6%|91|47|23|69.4|42.4|55.9|53.4|2502|8872|1571|2605|170|980|808|1330|.294|.385|.425|.810|123||||||||| |||||*7H8D4/9
1656|2009|Mark McGwire|3rd|118|21.9%|170|42|16|62.1|41.9|52.0|53.8|1874|6187|1167|1626|583|1414|12|1317|.263|.394|.588|.982|163||||||||| |||||*3HD/59
1657|2009|Alan Trammell HOF|8th|94|17.4%|119|40|20|70.7|44.8|57.8|55.4|2293|8288|1231|2365|185|1003|236|850|.285|.352|.415|.767|110||||||||| |||||*6HD5/478
1658|2009|Dave Parker|13th|81|15.0%|125|42|19|40.1|37.4|38.8|56.7|2466|9358|1272|2712|339|1493|154|683|.290|.339|.471|.810|121||||||||| |||||*9*DH78/34
1659|2009|Don Mattingly|9th|64|11.9%|134|34|14|42.4|35.8|39.1|53.8|1785|7003|1007|2153|222|1099|14|588|.307|.358|.471|.830|127||||||||| |||||*3D9H7/548
1660|2009|Dale Murphy|11th|62|11.5%|116|34|18|46.5|41.2|43.8|58.1|2180|7960|1197|2111|398|1266|161|986|.265|.346|.469|.815|121||||||||| |||||*8*9372H
1661|2009|Harold Baines HOF|3rd|32|5.9%|67|44|22|38.8|21.4|30.1|56.7|2830|9908|1299|2866|384|1628|34|1062|.289|.356|.465|.820|121||||||||| |||||*D*9H8/7
1662|2009|X-Mark Grace|1st|22|4.1%|61|38|16|46.4|29.6|38.0|53.8|2245|8065|1179|2445|173|1146|70|1075|.303|.383|.442|.825|119|0|0|9.00|67|1.000|1|0|0|1.0|1|1|0|0|*3H/D1
1663|2009|X-David Cone|1st|21|3.9%|103|39|17|62.3|43.4|52.8|61.4|193|412|28|64|0|22|0|16|.155|.192|.177|.369|6|194|126|3.46|121|1.256|450|419|1|2898.2|2504|258|1137|2668|*1/H
1664|2009|X-Matt Williams|1st|7|1.3%|70|29|17|46.6|34.0|40.3|55.7|1866|7000|997|1878|378|1218|53|469|.268|.317|.489|.805|113||||||||| |||||*56H/3D
1665|2009|X-Mo Vaughn|1st|6|1.1%|87|30|12|27.1|27.1|27.1|53.8|1512|5532|861|1620|328|1064|30|725|.293|.383|.523|.906|132||||||||| |||||*3DH
1666|2009|X-Jay Bell|1st|2|0.4%|31|30|18|37.1|31.6|34.4|55.4|2063|7398|1123|1963|195|860|91|853|.265|.343|.416|.759|101||||||||| |||||*6*4H5/3D
1667|2009|X-Jesse Orosco|1st|1|0.2%|49|13|24|23.2|17.6|20.4|32.5|571|59|3|10|0|4|0|8|.169|.261|.169|.430|23|87|80|3.16|126|1.263|1252|4|144|1295.1|1055|113|581|1179|*1/9
1668|2009|X-Dan Plesac|1st|0|0.0%|49|8|18|16.9|13.6|15.3|32.5|441|15|0|1|0|0|0|0|.067|.067|.067|.133|-65|65|71|3.64|117|1.286|1064|14|158|1072.0|977|105|402|1041|*1
1669|2009|X-Ron Gant|1st|0|0.0%|44|26|16|34.1|26.5|30.3|53.4|1832|6449|1080|1651|321|1008|243|770|.256|.336|.468|.803|112||||||||| |||||*78H45D/9
1670|2009|X-Greg Vaughn|1st|0|0.0%|51|25|15|30.9|27.5|29.2|53.4|1731|6103|1017|1475|355|1072|121|865|.242|.337|.470|.807|113||||||||| |||||*7*DH/89
1671|2010|Andre Dawson|9th|420|77.9%|118|44|21|64.8|42.7|53.7|58.1|2627|9927|1373|2774|438|1591|314|589|.279|.323|.482|.806|119||||||||| |||||*9*8DH7
1672|2010|Bert Blyleven HOF|13th|400|74.2%|121|50|22|94.5|50.3|72.4|61.4|218|451|19|59|0|25|0|5|.131|.144|.146|.290|-19|287|250|3.31|118|1.198|692|685|0|4970.0|4632|430|1322|3701|*1/H
1673|2010|Roberto Alomar HOF|1st|397|73.7%|194|57|17|67.0|42.9|55.0|57.1|2379|9073|1508|2724|210|1134|474|1032|.300|.371|.443|.814|116||||||||| |||||*4H/D6
1674|2010|Jack Morris HOF|11th|282|52.3%|123|39|18|43.5|32.6|38.0|61.4|23|1|4|0|0|0|0|0|.000|.000|.000|.000|-100|254|186|3.90|105|1.296|549|527|0|3824.0|3567|389|1390|2478|*1/HD
1675|2010|Barry Larkin HOF|1st|278|51.6%|121|47|19|70.5|43.3|56.9|55.4|2180|7937|1329|2340|198|960|379|939|.295|.371|.444|.815|116||||||||| |||||*6H/4D
1676|2010|Lee Smith HOF|8th|255|47.3%|127|13|18|28.9|20.8|24.8|32.5|770|64|2|3|1|2|0|3|.047|.090|.094|.183|-50|71|92|3.03|132|1.256|1022|6|478|1289.1|1133|89|486|1251|*1
1677|2010|Edgar Martinez HOF|1st|195|36.2%|132|50|18|68.4|43.7|56.0|55.7|2055|7213|1219|2247|309|1261|49|1283|.312|.418|.515|.933|147||||||||| |||||*D*5H/3
1678|2010|Tim Raines HOF|3rd|164|30.4%|91|47|23|69.4|42.4|55.9|53.4|2502|8872|1571|2605|170|980|808|1330|.294|.385|.425|.810|123||||||||| |||||*7H8D4/9
1679|2010|Mark McGwire|4th|128|23.7%|170|42|16|62.1|41.9|52.0|53.8|1874|6187|1167|1626|583|1414|12|1317|.263|.394|.588|.982|163||||||||| |||||*3HD/59
1680|2010|Alan Trammell HOF|9th|121|22.4%|119|40|20|70.7|44.8|57.8|55.4|2293|8288|1231|2365|185|1003|236|850|.285|.352|.415|.767|110||||||||| |||||*6HD5/478
1681|2010|Fred McGriff|1st|116|21.5%|100|48|19|52.6|36.0|44.3|53.8|2460|8757|1349|2490|493|1550|72|1305|.284|.377|.509|.886|134||||||||| |||||*3DH
1682|2010|Don Mattingly|10th|87|16.1%|134|34|14|42.4|35.8|39.1|53.8|1785|7003|1007|2153|222|1099|14|588|.307|.358|.471|.830|127||||||||| |||||*3D9H7/548
1683|2010|Dave Parker|14th|82|15.2%|125|42|19|40.1|37.4|38.8|56.7|2466|9358|1272|2712|339|1493|154|683|.290|.339|.471|.810|121||||||||| |||||*9*DH78/34
1684|2010|Dale Murphy|12th|63|11.7%|116|34|18|46.5|41.2|43.8|58.1|2180|7960|1197|2111|398|1266|161|986|.265|.346|.469|.815|121||||||||| |||||*8*9372H
1685|2010|Harold Baines HOF|4th|33|6.1%|67|44|22|38.8|21.4|30.1|56.7|2830|9908|1299|2866|384|1628|34|1062|.289|.356|.465|.820|121||||||||| |||||*D*9H8/7
1686|2010|X-Andres Galarraga|1st|22|4.1%|114|35|19|31.7|26.4|29.1|53.8|2257|8096|1195|2333|399|1425|128|583|.288|.347|.499|.846|119||||||||| |||||*3HD/5
1687|2010|X-Robin Ventura|1st|7|1.3%|34|31|16|56.1|38.7|47.4|55.7|2079|7064|1006|1885|294|1182|24|1075|.267|.362|.444|.806|114|0|0|0.00||1.000|1|0|0|1.0|1|0|0|0|*53H/D416
1688|2010|X-Eric Karros|1st|2|0.4%|30|17|14|10.4|13.6|12.0|53.8|1755|6441|797|1724|284|1027|59|552|.268|.325|.454|.779|107||||||||| |||||*3H/D
1689|2010|X-Ellis Burks|1st|2|0.4%|52|42|18|49.8|32.0|40.9|58.1|2000|7232|1253|2107|352|1206|181|793|.291|.363|.510|.874|126||||||||| |||||*8*9*D7H
1690|2010|X-Kevin Appier|1st|1|0.2%|32|24|16|54.5|43.1|48.8|61.4|41|83|4|8|0|4|0|1|.096|.118|.096|.214|-42|169|137|3.74|121|1.294|414|402|0|2595.1|2425|232|933|1994|*1
1691|2010|X-David Segui|1st|1|0.2%|15|16|15|10.4|13.7|12.1|53.8|1456|4847|683|1412|139|684|17|524|.291|.359|.443|.802|110||||||||| |||||*3DH7/9
1692|2010|X-Pat Hentgen|1st|1|0.2%|37|12|14|32.6|30.6|31.6|61.4|42|84|4|9|0|0|0|4|.107|.148|.107|.255|-33|131|112|4.32|108|1.391|344|306|1|2075.1|2111|269|775|1290|*1
1693|2010|X-Shane Reynolds|1st|0|0.0%|18|12|13|17.8|19.3|18.6|61.4|296|546|34|77|5|43|0|14|.141|.165|.196|.361|-5|114|96|4.09|103|1.314|305|278|0|1791.2|1935|191|419|1403|*1/H
1694|2010|X-Ray Lankford|1st|0|0.0%|23|26|14|38.2|31.4|34.8|58.1|1701|5747|968|1561|238|874|258|828|.272|.364|.477|.840|123||||||||| |||||*8*7H/D9
1695|2010|X-Michael Jackson|1st|0|0.0%|47|11|17|18.8|13.7|16.3|32.5|374|28|3|5|0|1|0|1|.179|.207|.250|.457|21|62|67|3.42|126|1.218|1005|7|142|1188.1|983|127|464|1006|*1
1696|2010|X-Todd Zeile|1st|0|0.0%|14|27|16|19.4|15.0|17.2|55.7|2158|7573|986|2004|253|1110|53|945|.265|.346|.423|.769|104|0|0|22.50|27|3.500|2|0|0|2.0|5|0|2|1|*5*32H/D71
1697|2011|Roberto Alomar|2nd|523|90.0%|194|57|17|67.0|42.9|55.0|57.1|2379|9073|1508|2724|210|1134|474|1032|.300|.371|.443|.814|116||||||||| |||||*4H/D6
1698|2011|Bert Blyleven|14th|463|79.7%|121|50|22|94.5|50.3|72.4|61.4|218|451|19|59|0|25|0|5|.131|.144|.146|.290|-19|287|250|3.31|118|1.198|692|685|0|4970.0|4632|430|1322|3701|*1/H
1699|2011|Barry Larkin HOF|2nd|361|62.1%|121|47|19|70.5|43.3|56.9|55.4|2180|7937|1329|2340|198|960|379|939|.295|.371|.444|.815|116||||||||| |||||*6H/4D
1700|2011|Jack Morris HOF|12th|311|53.5%|123|39|18|43.5|32.6|38.0|61.4|23|1|4|0|0|0|0|0|.000|.000|.000|.000|-100|254|186|3.90|105|1.296|549|527|0|3824.0|3567|389|1390|2478|*1/HD
